/B<7> (Design_Point=1) X,/B<7> (Design_Point=1) Y,/B<6> (Design_Point=1) X,/B<6> (Design_Point=1) Y,/B<5> (Design_Point=1) X,/B<5> (Design_Point=1) Y,/B<4> (Design_Point=1) X,/B<4> (Design_Point=1) Y,/B<3> (Design_Point=1) X,/B<3> (Design_Point=1) Y,/B<2> (Design_Point=1) X,/B<2> (Design_Point=1) Y,/B<1> (Design_Point=1) X,/B<1> (Design_Point=1) Y,/B<0> (Design_Point=1) X,/B<0> (Design_Point=1) Y,/VOUT (Design_Point=1) X,/VOUT (Design_Point=1) Y
1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,1.2,1.00476498771292e-06,0,1.00476498771292e-06,1.193342884557103
1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,1.2,1.007422987989498e-06,0,1.007422987989498e-06,1.192480950824271
1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,1.2,1.012738988542653e-06,0,1.012738988542653e-06,1.191267075733795
1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,1.2,1.023370989648963e-06,0,1.023370989648963e-06,1.190114775902492
1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,1.2,1.044634991861583e-06,0,1.044634991861583e-06,1.189405007212675
1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,1.2,1.087162996286824e-06,0,1.087162996286824e-06,1.189635491049431
1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,1.2,1.172219005137305e-06,0,1.172219005137305e-06,1.189616937841493
1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,1.2,1.342331022838267e-06,0,1.342331022838267e-06,1.189543886942766
1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,1.2,1.682555058240192e-06,0,1.682555058240192e-06,1.189571649425081
2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,0,2e-06,1.189579808783832
2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,0.3000000000001495,2.00025e-06,1.189579718397039
2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,0.412499999999888,2.00034375e-06,1.189579683075989
2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,0.4687499999997572,2.000390625e-06,1.189579663622732
