/VIN (inital_phase=120) X,/VIN (inital_phase=120) Y,/SoC (inital_phase=120) X,/SoC (inital_phase=120) Y,/COMP_OUT (inital_phase=120) X,/COMP_OUT (inital_phase=120) Y,/B_Buf<7> (inital_phase=120) X,/B_Buf<7> (inital_phase=120) Y,/B_Buf<6> (inital_phase=120) X,/B_Buf<6> (inital_phase=120) Y,/B_Buf<5> (inital_phase=120) X,/B_Buf<5> (inital_phase=120) Y,/B_Buf<2> (inital_phase=120) X,/B_Buf<2> (inital_phase=120) Y,/B_Buf<1> (inital_phase=120) X,/B_Buf<1> (inital_phase=120) Y,/B_Buf<3> (inital_phase=120) X,/B_Buf<3> (inital_phase=120) Y,/B_Buf<0> (inital_phase=120) X,/B_Buf<0> (inital_phase=120) Y,/EoC (inital_phase=120) X,/EoC (inital_phase=120) Y,/I25/DAC_OUT (inital_phase=120) X,/I25/DAC_OUT (inital_phase=120) Y,/I25/SH_OUT (inital_phase=120) X,/I25/SH_OUT (inital_phase=120) Y,/B_Buf<4> (inital_phase=120) X,/B_Buf<4> (inital_phase=120) Y
1.7e-05,0.5874345480699861,1.7e-05,0,1.7e-05,1.19997384929001,1.7e-05,1.199999560053832,1.7e-05,9.540330489066974e-08,1.7e-05,1.199999560053684,1.7e-05,9.540330452193982e-08,1.7e-05,9.540330495206046e-08,1.7e-05,9.540330474549255e-08,1.7e-05,9.540330488671554e-08,1.7e-05,0,1.7e-05,0.74974985614573,1.7e-05,0.7745560804417425,1.7e-05,2.612154305339564e-06
1.700000041666708e-05,0.5874345323654517,1.700000041666708e-05,0,1.700000041666708e-05,1.199974043869995,1.700000041666708e-05,1.199999560053793,1.700000041666708e-05,9.540330484785077e-08,1.700000041666708e-05,1.199999560053652,1.700000041666708e-05,9.540330450929132e-08,1.700000041666708e-05,9.540330483685472e-08,1.700000041666708e-05,9.540330469971539e-08,1.700000041666708e-05,9.540330476984708e-08,1.700000041666708e-05,0,1.700000041666708e-05,0.7497498523216505,1.700000041666708e-05,0.774556080397629,1.700000041666708e-05,2.086406281388549e-06
1.7000001e-05,0.5874345103791421,1.7000001e-05,0,1.7000001e-05,1.199974311804155,1.7000001e-05,1.199999560053738,1.7000001e-05,9.540330477446625e-08,1.7000001e-05,1.199999560053624,1.7000001e-05,9.540330453035533e-08,1.7000001e-05,9.540330475551751e-08,1.7000001e-05,9.54033046396652e-08,1.7000001e-05,9.540330470091151e-08,1.7000001e-05,0,1.7000001e-05,0.7497498485330999,1.7000001e-05,0.7745560803343275,1.7000001e-05,1.46980231190343e-06
1.700000216666583e-05,0.5874344664065226,1.700000216666583e-05,0,1.700000216666583e-05,1.199974833881047,1.700000216666583e-05,1.199999560053655,1.700000216666583e-05,9.540330471997327e-08,1.700000216666583e-05,1.199999560053558,1.700000216666583e-05,9.540330460463638e-08,1.700000216666583e-05,9.540330466885004e-08,1.700000216666583e-05,9.540330466618886e-08,1.700000216666583e-05,9.540330467625552e-08,1.700000216666583e-05,0,1.700000216666583e-05,0.749749841093187,1.700000216666583e-05,0.774556080209491,1.700000216666583e-05,8.880204985018447e-07
1.700000449999749e-05,0.5874343784612838,1.700000449999749e-05,0,1.700000449999749e-05,1.199975856537044,1.700000449999749e-05,1.199999560053513,1.700000449999749e-05,9.540330474599693e-08,1.700000449999749e-05,1.199999560053446,1.700000449999749e-05,9.540330474410788e-08,1.700000449999749e-05,9.540330471709947e-08,1.700000449999749e-05,9.540330473255741e-08,1.700000449999749e-05,9.540330470387272e-08,1.700000449999749e-05,0,1.700000449999749e-05,0.7497498263062936,1.700000449999749e-05,0.7745560799616357,1.700000449999749e-05,2.086127695283445e-07
1.700000916666081e-05,0.5874342025708069,1.700000916666081e-05,0,1.700000916666081e-05,1.199977778066156,1.700000916666081e-05,1.199999560053436,1.700000916666081e-05,9.540330473719291e-08,1.700000916666081e-05,1.199999560053407,1.700000916666081e-05,9.540330468850815e-08,1.700000916666081e-05,9.540330465466376e-08,1.700000916666081e-05,9.540330470913785e-08,1.700000916666081e-05,9.540330472272004e-08,1.700000916666081e-05,0,1.700000916666081e-05,0.7497497974323747,1.700000916666081e-05,0.7745560794778132,1.700000916666081e-05,7.433515752641152e-08
1.700001849998746e-05,0.5874338507898567,1.700001849998746e-05,0,1.700001849998746e-05,1.199981173999705,1.700001849998746e-05,1.199999560053257,1.700001849998746e-05,9.540330467476109e-08,1.700001849998746e-05,1.199999560053254,1.700001849998746e-05,9.54033046634323e-08,1.700001849998746e-05,9.540330466730152e-08,1.700001849998746e-05,9.540330465219273e-08,1.700001849998746e-05,9.540330465334715e-08,1.700001849998746e-05,0,1.700001849998746e-05,0.7497497424066175,1.700001849998746e-05,0.7745560785563164,1.700001849998746e-05,1.029934466351373e-07
1.700003716664075e-05,0.5874331472279684,1.700003716664075e-05,0,1.700003716664075e-05,1.199986499220602,1.700003716664075e-05,1.199999560053223,1.700003716664075e-05,9.540330465793258e-08,1.700003716664075e-05,1.199999560053223,1.700003716664075e-05,9.540330468733422e-08,1.700003716664075e-05,9.540330468290281e-08,1.700003716664075e-05,9.540330465614096e-08,1.700003716664075e-05,9.540330471718407e-08,1.700003716664075e-05,0,1.700003716664075e-05,0.7497496425552598,1.700003716664075e-05,0.7745560768862677,1.700003716664075e-05,9.171046654301542e-08
1.700007449994734e-05,0.5874317401042448,1.700007449994734e-05,0,1.700007449994734e-05,1.19999312881178,1.700007449994734e-05,1.199999560053457,1.700007449994734e-05,9.54033046582879e-08,1.700007449994734e-05,1.199999560053457,1.700007449994734e-05,9.540330469126613e-08,1.700007449994734e-05,9.540330469159143e-08,1.700007449994734e-05,9.540330464782431e-08,1.700007449994734e-05,9.540330464198946e-08,1.700007449994734e-05,0,1.700007449994734e-05,0.749749478385427,1.700007449994734e-05,0.7745560741488162,1.700007449994734e-05,9.988409202731733e-08
1.700014916656051e-05,0.5874289258570048,1.700014916656051e-05,0,1.700014916656051e-05,1.199998389828179,1.700014916656051e-05,1.199999560052823,1.700014916656051e-05,9.540330470442836e-08,1.700014916656051e-05,1.199999560053314,1.700014916656051e-05,9.540330471245479e-08,1.700014916656051e-05,9.540330467658671e-08,1.700014916656051e-05,9.540330473016785e-08,1.700014916656051e-05,9.540330476250318e-08,1.700014916656051e-05,0,1.700014916656051e-05,0.749749256338051,1.700014916656051e-05,0.7745560704770358,1.700014916656051e-05,9.128878049027499e-08
1.700029849978685e-05,0.5874232973633546,1.700029849978685e-05,0,1.700029849978685e-05,1.199999859306,1.700029849978685e-05,1.199999560053578,1.700029849978685e-05,9.540330469946321e-08,1.700029849978685e-05,1.199999560053175,1.700029849978685e-05,9.540330464430731e-08,1.700029849978685e-05,9.540330470437705e-08,1.700029849978685e-05,9.540330469503592e-08,1.700029849978685e-05,9.540330462778624e-08,1.700029849978685e-05,0,1.700029849978685e-05,0.749749048798509,1.700029849978685e-05,0.7745560671447471,1.700029849978685e-05,9.971323366479017e-08
1.700059716623953e-05,0.5874120403793763,1.700059716623953e-05,0,1.700059716623953e-05,1.199999586441651,1.700059716623953e-05,1.199999560053187,1.700059716623953e-05,9.540330471599358e-08,1.700059716623953e-05,1.199999560053539,1.700059716623953e-05,9.540330476289965e-08,1.700059716623953e-05,9.540330460006698e-08,1.700059716623953e-05,9.540330472706792e-08,1.700059716623953e-05,9.540330473825953e-08,1.700059716623953e-05,0,1.700059716623953e-05,0.7497489411991567,1.700059716623953e-05,0.7745560656733009,1.700059716623953e-05,9.118388153658888e-08
1.700100041666708e-05,0.587396841546496,1.700100041666708e-05,0,1.700100041666708e-05,1.199999722966768,1.700100041666708e-05,1.199999560053553,1.700100041666708e-05,9.540330463139942e-08,1.700100041666708e-05,1.199999560052977,1.700100041666708e-05,9.540330462023252e-08,1.700100041666708e-05,9.540330475758964e-08,1.700100041666708e-05,9.54033046107795e-08,1.700100041666708e-05,9.540330462442445e-08,1.700100041666708e-05,0,1.700100041666708e-05,0.7497488893631218,1.700100041666708e-05,0.7745560652003526,1.700100041666708e-05,9.955682311554243e-08
1.700104641058158e-05,0.587395107999387,1.700104641058158e-05,0,1.700104641058158e-05,1.199999701017741,1.700104641058158e-05,1.199999560053287,1.700104641058158e-05,9.540330468949599e-08,1.700104641058158e-05,1.199999560053225,1.700104641058158e-05,9.540330467155332e-08,1.700104641058158e-05,9.54033046798682e-08,1.700104641058158e-05,1.654965220208052e-05,1.700104641058158e-05,9.540330467563213e-08,1.700104641058158e-05,0,1.700104641058158e-05,0.7497488844463169,1.700104641058158e-05,0.774556065117012,1.700104641058158e-05,9.554211387398761e-08
1.700113042488399e-05,0.5873919414339809,1.700113042488399e-05,0,1.700113042488399e-05,1.19999967832747,1.700113042488399e-05,1.199999560052944,1.700113042488399e-05,9.5403304686216e-08,1.700113042488399e-05,1.19999956005323,1.700113042488399e-05,9.540330471042471e-08,1.700113042488399e-05,9.540330467893949e-08,1.700113042488399e-05,-8.006489785041317e-06,1.700113042488399e-05,9.540330470662092e-08,1.700113042488399e-05,0,1.700113042488399e-05,0.749748873706899,1.700113042488399e-05,0.7745560649631923,1.700113042488399e-05,9.527420781684185e-08
1.700121799578473e-05,0.5873886408179491,1.700121799578473e-05,0,1.700121799578473e-05,1.199999675378248,1.700121799578473e-05,1.199999560053449,1.700121799578473e-05,9.540330466183675e-08,1.700121799578473e-05,1.199999560053246,1.700121799578473e-05,9.540330464191172e-08,1.700121799578473e-05,9.540330466425369e-08,1.700121799578473e-05,5.040391248514564e-07,1.700121799578473e-05,9.540330462929127e-08,1.700121799578473e-05,0,1.700121799578473e-05,0.7497488595492332,1.700121799578473e-05,0.7745560647968134,1.700121799578473e-05,9.552360337549624e-08
1.70013145226815e-05,0.5873850026438349,1.70013145226815e-05,0,1.70013145226815e-05,1.199999675293012,1.70013145226815e-05,1.19999956005281,1.70013145226815e-05,9.540330469273929e-08,1.70013145226815e-05,1.199999560053214,1.70013145226815e-05,9.540330474160518e-08,1.70013145226815e-05,9.540330471213632e-08,1.70013145226815e-05,-6.976345449400289e-05,1.70013145226815e-05,9.540330470983406e-08,1.70013145226815e-05,0,1.70013145226815e-05,0.7497488328971862,1.70013145226815e-05,0.7745560645836052,1.70013145226815e-05,9.529053485802359e-08
1.700135178720572e-05,0.5873835981149423,1.700135178720572e-05,0,1.700135178720572e-05,1.199999675395883,1.700135178720572e-05,1.199999560053665,1.700135178720572e-05,9.540330467286122e-08,1.700135178720572e-05,1.199999560053253,1.700135178720572e-05,9.540330462670144e-08,1.700135178720572e-05,9.540330465633698e-08,1.700135178720572e-05,-0.0001951191468333853,1.700135178720572e-05,9.540330463283306e-08,1.700135178720572e-05,0,1.700135178720572e-05,0.7497488128283033,1.700135178720572e-05,0.7745560644785503,1.700135178720572e-05,9.549851596499577e-08
1.700140135681853e-05,0.5873817297978006,1.700140135681853e-05,0,1.700140135681853e-05,1.199999675539152,1.700140135681853e-05,1.199999560053207,1.700140135681853e-05,9.540330468862303e-08,1.700140135681853e-05,1.199999560053434,1.700140135681853e-05,9.540330474340937e-08,1.700140135681853e-05,9.540330469355062e-08,1.700140135681853e-05,-0.0005480757866158317,1.700140135681853e-05,9.54033047218358e-08,1.700140135681853e-05,0,1.700140135681853e-05,0.7497487568118435,1.700140135681853e-05,0.7745560642729059,1.700140135681853e-05,9.531954197949897e-08
1.700143728691892e-05,0.5873803755645338,1.700143728691892e-05,0,1.700143728691892e-05,1.1999996756441,1.700143728691892e-05,1.199999560053243,1.700143728691892e-05,9.540330470859678e-08,1.700143728691892e-05,1.199999560053153,1.700143728691892e-05,9.540330462111251e-08,1.700143728691892e-05,9.540330471059185e-08,1.700143728691892e-05,-0.001292931568002778,1.700143728691892e-05,9.540330463603009e-08,1.700143728691892e-05,0,1.700143728691892e-05,0.7497486806632374,1.700143728691892e-05,0.7745560640422843,1.700143728691892e-05,9.547344343791888e-08
1.700146478608476e-05,0.5873793390997536,1.700146478608476e-05,0,1.700146478608476e-05,1.199999675724075,1.700146478608476e-05,1.199999560053234,1.700146478608476e-05,9.540330464478501e-08,1.700146478608476e-05,1.199999560053245,1.700146478608476e-05,9.540330474412301e-08,1.700146478608476e-05,9.540330463377394e-08,1.700146478608476e-05,-0.002689835133505911,1.700146478608476e-05,9.540330475452493e-08,1.700146478608476e-05,0,1.700146478608476e-05,0.7497485892744673,1.700146478608476e-05,0.7745560637887796,1.700146478608476e-05,9.53477334805136e-08
1.700149387678161e-05,0.5873782426489819,1.700149387678161e-05,0,1.700149387678161e-05,1.199999675807905,1.700149387678161e-05,1.199999560053424,1.700149387678161e-05,9.540330474840715e-08,1.700149387678161e-05,1.199999560053251,1.700149387678161e-05,9.54033046212842e-08,1.700149387678161e-05,9.540330472622134e-08,1.700149387678161e-05,-0.003412530619370479,1.700149387678161e-05,9.540330465077662e-08,1.700149387678161e-05,0,1.700149387678161e-05,0.7497484458813859,1.700149387678161e-05,0.7745560634106106,1.700149387678161e-05,9.544789506101892e-08
1.700150018766132e-05,0.5873780047870701,1.700150018766132e-05,0,1.700150018766132e-05,1.199999675826065,1.700150018766132e-05,1.199999560053293,1.700150018766132e-05,9.540330464489417e-08,1.700150018766132e-05,1.199999560053327,1.700150018766132e-05,9.540330466896272e-08,1.700150018766132e-05,9.54033046326516e-08,1.700150018766132e-05,-0.001189491092564146,1.700150018766132e-05,9.540330461628262e-08,1.700150018766132e-05,0,1.700150018766132e-05,0.7497484071002487,1.700150018766132e-05,0.7745560633103972,1.700150018766132e-05,9.538865824270585e-08
1.700151280942074e-05,0.5873775290632524,1.700151280942074e-05,0,1.700151280942074e-05,1.199999675862043,1.700151280942074e-05,1.199999560053215,1.700151280942074e-05,9.540330472203628e-08,1.700151280942074e-05,1.199999560053099,1.700151280942074e-05,9.540330469921866e-08,1.700151280942074e-05,9.540330473584111e-08,1.700151280942074e-05,0.01849000158564819,1.700151280942074e-05,9.540330472008386e-08,1.700151280942074e-05,0,1.700151280942074e-05,0.7497483190122427,1.700151280942074e-05,0.7745560630849887,1.700151280942074e-05,9.541203994694605e-08
1.700151957536659e-05,0.5873772740495542,1.700151957536659e-05,0,1.700151957536659e-05,1.19999967588139,1.700151957536659e-05,1.199999560053241,1.700151957536659e-05,9.540330466684318e-08,1.700151957536659e-05,1.1999995600534,1.700151957536659e-05,9.540330466423221e-08,1.700151957536659e-05,9.540330462252618e-08,1.700151957536659e-05,0.04882649266816097,1.700151957536659e-05,9.540330464708051e-08,1.700151957536659e-05,0,1.700151957536659e-05,0.7497482656068302,1.700151957536659e-05,0.7745560629494097,1.700151957536659e-05,9.540016856077764e-08
1.70015249844547e-05,0.5873770701768684,1.70015249844547e-05,0,1.70015249844547e-05,1.199999675896829,1.70015249844547e-05,1.199999560053225,1.70015249844547e-05,9.540330471264201e-08,1.70015249844547e-05,1.1999995600534,1.70015249844547e-05,9.540330466925848e-08,1.70015249844547e-05,9.540330473008851e-08,1.70015249844547e-05,0.1071944151657727,1.70015249844547e-05,9.540330468893494e-08,1.70015249844547e-05,0,1.70015249844547e-05,0.7497482195792973,1.70015249844547e-05,0.7745560628329782,1.70015249844547e-05,9.54041123255556e-08
1.700153108562192e-05,0.5873768402191916,1.700153108562192e-05,0,1.700153108562192e-05,1.199999675914242,1.700153108562192e-05,1.19999956005334,1.700153108562192e-05,9.540330467787265e-08,1.700153108562192e-05,1.199999560053262,1.700153108562192e-05,9.540330461925261e-08,1.700153108562192e-05,9.540330464887066e-08,1.700153108562192e-05,0.2315897576815575,1.700153108562192e-05,9.540330464927003e-08,1.700153108562192e-05,0,1.700153108562192e-05,0.749748164014655,1.700153108562192e-05,0.7745560626927069,1.700153108562192e-05,9.540305317692433e-08
1.700153688096207e-05,0.5873766217883728,1.700153688096207e-05,0,1.700153688096207e-05,1.199999675930828,1.700153688096207e-05,1.199999560053261,1.700153688096207e-05,9.540330468356037e-08,1.700153688096207e-05,1.199999560053263,1.700153688096207e-05,9.540330473644558e-08,1.700153688096207e-05,9.540330467274632e-08,1.700153688096207e-05,0.3987427569805753,1.700153688096207e-05,9.54033047101558e-08,1.700153688096207e-05,0,1.700153688096207e-05,0.7497481076989611,1.700153688096207e-05,0.7745560625505837,1.700153688096207e-05,9.540337602423679e-08
1.700154466787036e-05,0.5873763282938256,1.700154466787036e-05,0,1.700154466787036e-05,1.199999675953173,1.700154466787036e-05,1.199999560053244,1.700154466787036e-05,9.540330468130463e-08,1.700154466787036e-05,1.199999560053451,1.700154466787036e-05,9.540330466620212e-08,1.700154466787036e-05,9.540330467495983e-08,1.700154466787036e-05,0.6692052249158124,1.700154466787036e-05,9.54033046153296e-08,1.700154466787036e-05,0,1.700154466787036e-05,0.7497480270511788,1.700154466787036e-05,0.7745560623464252,1.700154466787036e-05,9.540327604462786e-08
1.700155087436131e-05,0.5873760943664219,1.700155087436131e-05,0,1.700155087436131e-05,1.19999967597111,1.700155087436131e-05,1.199999560053232,1.700155087436131e-05,9.54033047174946e-08,1.700155087436131e-05,1.199999560053212,1.700155087436131e-05,9.540330467369366e-08,1.700155087436131e-05,9.540330469843321e-08,1.700155087436131e-05,0.8975357866454954,1.700155087436131e-05,9.540330473589512e-08,1.700155087436131e-05,0,1.700155087436131e-05,0.7497479594152092,1.700155087436131e-05,0.7745560621739036,1.700155087436131e-05,9.540331235699472e-08
1.700155505363783e-05,0.5873759368462862,1.700155505363783e-05,0,1.700155505363783e-05,1.199999675983227,1.700155505363783e-05,1.199999560053155,1.700155505363783e-05,9.540330464131173e-08,1.700155505363783e-05,1.199999560053207,1.700155505363783e-05,9.540330460143453e-08,1.700155505363783e-05,9.540330465790104e-08,1.700155505363783e-05,1.02558133262115,1.700155505363783e-05,9.540330464306949e-08,1.700155505363783e-05,0,1.700155505363783e-05,0.7497479128125257,1.700155505363783e-05,0.7745560620537993,1.700155505363783e-05,9.540330557626973e-08
1.700155941012334e-05,0.5873757726470089,1.700155941012334e-05,0,1.700155941012334e-05,1.199999675996,1.700155941012334e-05,1.199999560053199,1.700155941012334e-05,9.54033047538571e-08,1.700155941012334e-05,1.199999560053244,1.700155941012334e-05,9.540330475554272e-08,1.700155941012334e-05,9.540330468409526e-08,1.700155941012334e-05,1.103004439337808,1.700155941012334e-05,9.540330474808722e-08,1.700155941012334e-05,0,1.700155941012334e-05,0.7497478641182816,1.700155941012334e-05,0.77455606192654,1.700155941012334e-05,9.540330269811789e-08
1.700156319407125e-05,0.5873756300271131,1.700156319407125e-05,0,1.700156319407125e-05,1.199999676007189,1.700156319407125e-05,1.199999560053289,1.700156319407125e-05,9.540330463683705e-08,1.700156319407125e-05,1.199999560053219,1.700156319407125e-05,9.540330465627246e-08,1.700156319407125e-05,9.540330462054604e-08,1.700156319407125e-05,1.135719772289543,1.700156319407125e-05,9.540330463065117e-08,1.700156319407125e-05,0,1.700156319407125e-05,0.7497478224681791,1.700156319407125e-05,0.7745560618155553,1.700156319407125e-05,9.540330685429617e-08
1.700156794449657e-05,0.587375450979944,1.700156794449657e-05,0,1.700156794449657e-05,1.199999676021464,1.700156794449657e-05,1.199999560053168,1.700156794449657e-05,9.540330474607811e-08,1.700156794449657e-05,1.199999560053251,1.700156794449657e-05,9.540330470385368e-08,1.700156794449657e-05,9.540330476186942e-08,1.700156794449657e-05,1.157992975043934,1.700156794449657e-05,9.540330475015739e-08,1.700156794449657e-05,0,1.700156794449657e-05,0.7497477726232936,1.700156794449657e-05,0.774556061678388,1.700156794449657e-05,9.540330255312368e-08
1.700157198434309e-05,0.5873752987150351,1.700157198434309e-05,0,1.700157198434309e-05,1.199999676033807,1.700157198434309e-05,1.199999560053282,1.700157198434309e-05,9.540330465683625e-08,1.700157198434309e-05,1.199999560053221,1.700157198434309e-05,9.540330467209873e-08,1.700157198434309e-05,9.540330462672896e-08,1.700157198434309e-05,1.169281501549033,1.700157198434309e-05,9.54033046770238e-08,1.700157198434309e-05,0,1.700157198434309e-05,0.7497477340322238,1.700157198434309e-05,0.7745560615665357,1.700157198434309e-05,9.54033069038064e-08
1.700157752830792e-05,0.587375089758757,1.700157752830792e-05,0,1.700157752830792e-05,1.199999676051263,1.700157752830792e-05,1.199999560053153,1.700157752830792e-05,9.540330472760036e-08,1.700157752830792e-05,1.199999560053157,1.700157752830792e-05,9.540330471687198e-08,1.700157752830792e-05,9.540330476197133e-08,1.700157752830792e-05,1.180079215497737,1.700157752830792e-05,9.540330470181524e-08,1.700157752830792e-05,0,1.700157752830792e-05,0.7497476913820493,1.700157752830792e-05,0.7745560614284006,1.700157752830792e-05,9.540330240116969e-08
1.700158456175907e-05,0.5873748246626013,1.700158456175907e-05,0,1.700158456175907e-05,1.199999676074696,1.700158456175907e-05,1.199999560053329,1.700158456175907e-05,9.540330464414702e-08,1.700158456175907e-05,1.199999560053303,1.700158456175907e-05,9.540330465032358e-08,1.700158456175907e-05,9.540330459325555e-08,1.700158456175907e-05,1.189332929285486,1.700158456175907e-05,9.540330468571177e-08,1.700158456175907e-05,0,1.700158456175907e-05,0.7497476668827473,1.700158456175907e-05,0.774556061301006,1.700158456175907e-05,9.540330709633078e-08
1.700159591666325e-05,0.5873743966875791,1.700159591666325e-05,0,1.700159591666325e-05,1.199999676117245,1.700159591666325e-05,1.199999560053373,1.700159591666325e-05,9.540330475527436e-08,1.700159591666325e-05,1.19999956005312,1.700159591666325e-05,9.540330471209378e-08,1.700159591666325e-05,9.540330472996286e-08,1.700159591666325e-05,1.196741143959472,1.700159591666325e-05,9.540330469768843e-08,1.700159591666325e-05,0,1.700159591666325e-05,0.7497477637198575,1.700159591666325e-05,0.7745560613300616,1.700159591666325e-05,9.540330229699708e-08
1.700160468064812e-05,0.5873740663662915,1.700160468064812e-05,0,1.700160468064812e-05,1.199999676156749,1.700160468064812e-05,1.199999560053125,1.700160468064812e-05,9.540330460419403e-08,1.700160468064812e-05,1.199999560053441,1.700160468064812e-05,9.540330463845077e-08,1.700160468064812e-05,9.540330464642643e-08,1.700160468064812e-05,1.198588476208596,1.700160468064812e-05,9.540330466946778e-08,1.700160468064812e-05,0,1.700160468064812e-05,0.7497480442516815,1.700160468064812e-05,0.7745560617158573,1.700160468064812e-05,9.54033071327242e-08
1.700161524298552e-05,0.5873736682637282,1.700161524298552e-05,0,1.700161524298552e-05,1.199999676219395,1.700161524298552e-05,1.199999560053229,1.700161524298552e-05,9.540330472122938e-08,1.700161524298552e-05,1.19999956005327,1.700161524298552e-05,9.540330473169107e-08,1.700161524298552e-05,9.540330468595281e-08,1.700161524298552e-05,1.199323265977173,1.700161524298552e-05,9.540330468385818e-08,1.700161524298552e-05,0,1.700161524298552e-05,0.7497488728489968,1.700161524298552e-05,0.7745560630646269,1.700161524298552e-05,9.540330223183449e-08
1.700162826802891e-05,0.5873731773399025,1.700162826802891e-05,0,1.700162826802891e-05,1.199999676341968,1.700162826802891e-05,1.199999560053079,1.700162826802891e-05,9.540330464592076e-08,1.700162826802891e-05,1.199999560053352,1.700162826802891e-05,9.540330461570279e-08,1.700162826802891e-05,9.540330467085199e-08,1.700162826802891e-05,1.199583878859895,1.700162826802891e-05,9.540330464913618e-08,1.700162826802891e-05,0,1.700162826802891e-05,0.7497514617202998,1.700162826802891e-05,0.774556067583604,1.700162826802891e-05,9.540330704840224e-08
1.700163842248516e-05,0.5873727946107028,1.700163842248516e-05,0,1.700163842248516e-05,1.199999676518579,1.700163842248516e-05,1.199999560053225,1.700163842248516e-05,9.540330472165943e-08,1.700163842248516e-05,1.199999560053132,1.700163842248516e-05,9.540330473548715e-08,1.700163842248516e-05,9.540330466620482e-08,1.700163842248516e-05,1.199664642522997,1.700163842248516e-05,9.540330471213379e-08,1.700163842248516e-05,0,1.700163842248516e-05,0.7497561327042996,1.700163842248516e-05,0.7745560759140175,1.700163842248516e-05,9.540330233020347e-08
1.70016492570837e-05,0.5873723862464267,1.70016492570837e-05,0,1.70016492570837e-05,1.199999676878795,1.70016492570837e-05,1.199999560053091,1.70016492570837e-05,9.540330464534599e-08,1.70016492570837e-05,1.199999560053199,1.70016492570837e-05,9.540330462833096e-08,1.70016492570837e-05,9.540330463639064e-08,1.70016492570837e-05,1.199726229966162,1.70016492570837e-05,9.540330465358554e-08,1.70016492570837e-05,0,1.70016492570837e-05,0.7497668635978268,1.70016492570837e-05,0.7745560952549487,1.70016492570837e-05,9.540330701880511e-08
1.700165974621445e-05,0.5873719909031015,1.700165974621445e-05,0,1.700165974621445e-05,1.199999677442845,1.700165974621445e-05,1.199999560053227,1.700165974621445e-05,9.540330473357045e-08,1.700165974621445e-05,1.199999560053125,1.700165974621445e-05,9.540330476287242e-08,1.700165974621445e-05,9.540330471932451e-08,1.700165974621445e-05,1.199777229946419,1.700165974621445e-05,9.540330470409353e-08,1.700165974621445e-05,0,1.700165974621445e-05,0.7497859267597012,1.700165974621445e-05,0.7745561301650828,1.700165974621445e-05,9.540330237048519e-08
1.700167137792657e-05,0.5873715524950203,1.700167137792657e-05,0,1.700167137792657e-05,1.199999678256452,1.700167137792657e-05,1.199999560053237,1.700167137792657e-05,9.540330462832119e-08,1.700167137792657e-05,1.199999560053199,1.700167137792657e-05,9.540330458931114e-08,1.700167137792657e-05,9.540330466030729e-08,1.700167137792657e-05,1.199822218210514,1.700167137792657e-05,9.540330470075236e-08,1.700167137792657e-05,0,1.700167137792657e-05,0.749819227210492,1.700167137792657e-05,0.7745561926852609,1.700167137792657e-05,9.540330701054837e-08
1.700168148449112e-05,0.5873711715709171,1.700168148449112e-05,0,1.700168148449112e-05,1.199999679025769,1.700168148449112e-05,1.19999956005323,1.700168148449112e-05,9.540330470989761e-08,1.700168148449112e-05,1.199999560053267,1.700168148449112e-05,9.540330477905735e-08,1.700168148449112e-05,9.540330467231436e-08,1.700168148449112e-05,1.199856648263668,1.700168148449112e-05,9.54033046499679e-08,1.700168148449112e-05,0,1.700168148449112e-05,0.7498592527716429,1.700168148449112e-05,0.7745562698722399,1.700168148449112e-05,9.540330235185183e-08
1.700169572258599e-05,0.587370634926303,1.700169572258599e-05,0,1.700169572258599e-05,1.199999680003564,1.700169572258599e-05,1.199999560053393,1.700169572258599e-05,9.540330464426778e-08,1.700169572258599e-05,1.199999560053186,1.700169572258599e-05,9.54033046439535e-08,1.700169572258599e-05,9.540330465697515e-08,1.700169572258599e-05,1.199893878154271,1.700169572258599e-05,9.540330473373946e-08,1.700169572258599e-05,0,1.700169572258599e-05,0.7499336767306195,1.700169572258599e-05,0.7745564182200754,1.700169572258599e-05,9.540330700602854e-08
1.700170402860311e-05,0.5873703218662112,1.700170402860311e-05,0,1.700170402860311e-05,1.199999680424759,1.700170402860311e-05,1.199999560053259,1.700170402860311e-05,9.540330472321637e-08,1.700170402860311e-05,1.19999956005326,1.700170402860311e-05,9.540330472315417e-08,1.700170402860311e-05,9.540330470012844e-08,1.700170402860311e-05,1.199912923127855,1.700170402860311e-05,9.540330466136903e-08,1.700170402860311e-05,0,1.700170402860311e-05,0.7499864912434822,1.700170402860311e-05,0.7745565265446499,1.700170402860311e-05,9.540330233237302e-08
1.700171467313251e-05,0.5873699206658211,1.700171467313251e-05,0,1.700171467313251e-05,1.199999680597509,1.700171467313251e-05,1.199999560053231,1.700171467313251e-05,9.540330460965259e-08,1.700171467313251e-05,1.199999560053473,1.700171467313251e-05,9.540330460931152e-08,1.700171467313251e-05,9.54033046787997e-08,1.700171467313251e-05,1.199930864805233,1.700171467313251e-05,9.54033046407642e-08,1.700171467313251e-05,0,1.700171467313251e-05,0.7500614730507874,1.700171467313251e-05,0.7745566852751561,1.700171467313251e-05,9.540330703084592e-08
