/PHI_1 (pulse_width=5e-07) X,/PHI_1 (pulse_width=5e-07) Y,/VIN (pulse_width=5e-07) X,/VIN (pulse_width=5e-07) Y,/SH_OUT (pulse_width=5e-07) X,/SH_OUT (pulse_width=5e-07) Y
2.000267237038687e-06,0.3206844464241897,2.000267237038687e-06,0.6005037298913284,2.000267237038687e-06,0.5742314829717572
2.000268109354097e-06,0.3217312249165264,2.000268109354097e-06,0.6005053741665575,2.000268109354097e-06,0.5742329222974355
2.000268940782556e-06,0.3227289390674064,2.000268940782556e-06,0.6005069413717229,2.000268940782556e-06,0.5742342992123812
2.00026973271725e-06,0.3236792607003163,2.00026973271725e-06,0.6005084341329192,2.00026973271725e-06,0.5742356032346921
2.000270487161149e-06,0.3245845933791562,2.000270487161149e-06,0.6005098562256531,2.000270487161149e-06,0.5742368514948204
2.000271206683633e-06,0.3254480203594193,2.000271206683633e-06,0.600511212493091,2.000271206683633e-06,0.5742380343194092
2.000271894392968e-06,0.326273271561531,2.000271894392968e-06,0.6005125087941766,2.000271894392968e-06,0.5742391706778661
2.000272553856396e-06,0.3270646276753685,2.000272553856396e-06,0.6005137518529988,2.000272553856396e-06,0.5742402536939878
2.000273189089071e-06,0.3278269068855607,2.000273189089071e-06,0.6005149492379417,2.000273189089071e-06,0.574241301352584
2.000273804525383e-06,0.3285654304599277,2.000273804525383e-06,0.6005161093076319,2.000273804525383e-06,0.5742423117692947
2.000274405055987e-06,0.3292860671841516,2.000274405055987e-06,0.6005172412807314,2.000274405055987e-06,0.574243299854719
2.000274996175447e-06,0.3299954105368438,2.000274996175447e-06,0.6005183555142493,2.000274996175447e-06,0.5742442703739969
2.000275584079842e-06,0.3307008958103153,2.000275584079842e-06,0.6005194636875109,2.000275584079842e-06,0.5742452354095655
2.000276175903454e-06,0.3314110841449492,2.000276175903454e-06,0.6005205792483193,2.000276175903454e-06,0.5742462068262844
2.000276780049336e-06,0.3321360592033694,2.000276780049336e-06,0.6005217180360489,2.000276780049336e-06,0.5742471966280168
2.000277406663678e-06,0.3328879964131732,2.000277406663678e-06,0.6005228991758084,2.000277406663678e-06,0.5742482242270386
2.000278068330855e-06,0.3336819970257054,2.000278068330855e-06,0.6005241463885789,2.000278068330855e-06,0.5742493066288118
2.000278768073141e-06,0.3345216877699084,2.000278768073141e-06,0.6005254653712109,2.000278768073141e-06,0.5742504525121018
2.000279520116484e-06,0.3354241397803272,2.000279520116484e-06,0.6005268829389696,2.000279520116484e-06,0.5742516808942912
2.000280338861403e-06,0.3364066336842693,2.000280338861403e-06,0.6005284262361876,2.000280338861403e-06,0.5742530192543708
2.000281241926855e-06,0.3374903122255608,2.000281241926855e-06,0.6005301284737984,2.000281241926855e-06,0.574254491645665
2.000282253554972e-06,0.3387042659667614,2.000282253554972e-06,0.6005320353471282,2.000282253554972e-06,0.5742561416041305
2.000283403927328e-06,0.3400847127932514,2.000283403927328e-06,0.6005342037470767,2.000283403927328e-06,0.5742580128006912
2.000284732843671e-06,0.3416794124051764,2.000284732843671e-06,0.6005367086943717,2.000284732843671e-06,0.574260173771401
2.000286292926682e-06,0.3435515120179595,2.000286292926682e-06,0.6005396493803844,2.000286292926682e-06,0.5742627030372186
2.000288134387174e-06,0.3457612646091346,2.000288134387174e-06,0.6005431204502242,2.000288134387174e-06,0.5742656846101025
2.000290321665633e-06,0.3483859987600657,2.000290321665633e-06,0.600547243371286,2.000290321665633e-06,0.5742692129956012
2.000292940755919e-06,0.3515289071032108,2.000292940755919e-06,0.6005521802380945,2.000292940755919e-06,0.5742734275144716
2.000296094766082e-06,0.3553137192987139,2.000296094766082e-06,0.6005581254046438,2.000296094766082e-06,0.5742785240449119
2.000299877082339e-06,0.3598524988071978,2.000299877082339e-06,0.6005652548996998,2.000299877082339e-06,0.5742845387183316
2.000302808964413e-06,0.3633707572960019,2.000302808964413e-06,0.6005707813647341,2.000302808964413e-06,0.574289186779846
2.000305531638375e-06,0.3666379660504195,2.000305531638375e-06,0.6005759134819011,2.000305531638375e-06,0.5742934796033928
2.000308042337157e-06,0.3696508045881338,2.000308042337157e-06,0.6005806460354119,2.000308042337157e-06,0.5742974093935203
2.000310264052194e-06,0.3723168626332412,2.000310264052194e-06,0.6005848338676207,2.000310264052194e-06,0.5743008783767378
2.000312303626434e-06,0.3747643517206566,2.000312303626434e-06,0.600588678372651,2.000312303626434e-06,0.574304037307803
2.000314156382824e-06,0.3769876593883876,2.000314156382824e-06,0.6005921707344773,2.000314156382824e-06,0.5743069026905074
2.00031584515729e-06,0.3790141887477491,2.00031584515729e-06,0.6005953539977927,2.00031584515729e-06,0.574309494106219
2.000317394162981e-06,0.3808729955772153,2.000317394162981e-06,0.600598273803288,2.000317394162981e-06,0.5743118687802448
2.000318817050225e-06,0.382580460269515,2.000318817050225e-06,0.6006009558812156,2.000318817050225e-06,0.5743140340021861
2.000320129786164e-06,0.3841557433965204,2.000320129786164e-06,0.6006034303289185,2.000320129786164e-06,0.5743160304937777
2.0003213464163e-06,0.3856156995596453,2.0003213464163e-06,0.6006057236215332,2.0003213464163e-06,0.5743178678845965
2.000322478502687e-06,0.3869742032241262,2.000322478502687e-06,0.6006078575530075,2.000322478502687e-06,0.5743195771264129
2.000323537408856e-06,0.3882448906276911,2.000323537408856e-06,0.6006098535430867,2.000323537408856e-06,0.5743211654239104
2.000324532801057e-06,0.3894393612680495,2.000324532801057e-06,0.6006117298122085,2.000324532801057e-06,0.5743226580523397
2.000325473717421e-06,0.3905684609057294,2.000325473717421e-06,0.6006135033968477,2.000325473717421e-06,0.5743240607624746
2.00032636821223e-06,0.3916418546757359,2.00032636821223e-06,0.600615189478955,2.00032636821223e-06,0.5743253932484753
2.000327223774424e-06,0.3926685293088012,2.000327223774424e-06,0.600616802174847,2.000327223774424e-06,0.5743266617703261
2.000328047175772e-06,0.3936566109259578,2.000328047175772e-06,0.6006183542489996,2.000328047175772e-06,0.5743278803308037
2.000328844808467e-06,0.3946137701608449,2.000328844808467e-06,0.6006198577504099,2.000328844808467e-06,0.5743290570720715
2.000329622552954e-06,0.395547063545335,2.000329622552954e-06,0.6006213237634459,2.000329622552954e-06,0.5743302006087866
2.000330386063298e-06,0.3964632759576701,2.000330386063298e-06,0.6006227629457647,2.000330386063298e-06,0.574331321512521
2.000331140670588e-06,0.3973688047061719,2.000331140670588e-06,0.6006241853462287,2.000331140670588e-06,0.5743324240529624
2.00033189162794e-06,0.3982699535282798,2.00033189162794e-06,0.6006256008667201,2.00033189162794e-06,0.5743335208098012
2.000332644035538e-06,0.3991728426458159,2.000332644035538e-06,0.6006270191208567,2.000332644035538e-06,0.5743346134963335
2.000333403072704e-06,0.4000836872445151,2.000333403072704e-06,0.6006284498714236,2.000333403072704e-06,0.5743357156726836
2.000334173927021e-06,0.4010087124249719,2.000334173927021e-06,0.6006299028967806,2.000334173927021e-06,0.5743368284778472
2.000334962036052e-06,0.4019544432619582,2.000334962036052e-06,0.6006313884464842,2.000334962036052e-06,0.5743379655525099
2.000335773006466e-06,0.4029276077598579,2.000335773006466e-06,0.6006329170888552,2.000335773006466e-06,0.5743391289593829
2.000336599919184e-06,0.403919903020507,2.000336599919184e-06,0.600634475781736,2.000336599919184e-06,0.5743403136716366
2.000337440952006e-06,0.4049291424075153,2.000337440952006e-06,0.6006360610903695,2.000337440952006e-06,0.574341511942371
2.0003382954877e-06,0.4059545852398678,2.0003382954877e-06,0.6006376718512964,2.0003382954877e-06,0.5743427271089618
2.000339161857922e-06,0.4069942295062349,2.000339161857922e-06,0.6006393049197667,2.000339161857922e-06,0.5743439522476599
2.000340040096203e-06,0.4080481154439006,2.000340040096203e-06,0.6006409603589844,2.000340040096203e-06,0.5743451912930739
2.000340930534352e-06,0.4091166412227245,2.000340930534352e-06,0.6006426387943927,2.000340930534352e-06,0.5743464402473193
2.000341834036905e-06,0.4102008442859498,2.000341834036905e-06,0.6006443418556027,2.000341834036905e-06,0.5743477042949073
2.000342752222956e-06,0.4113026675470784,2.000342752222956e-06,0.6006460725945331,2.000342752222956e-06,0.5743489808907173
2.000343687262172e-06,0.4124247146068357,2.000343687262172e-06,0.6006478351009088,2.000343687262172e-06,0.5743502773220767
2.000344641989373e-06,0.4135703872479629,2.000344641989373e-06,0.6006496347182334,2.000344641989373e-06,0.5743515921873411
2.000345619953002e-06,0.414743943603003,2.000345619953002e-06,0.6006514781351611,2.000345619953002e-06,0.5743529348371536
2.00034662542708e-06,0.4159505124962621,2.00034662542708e-06,0.6006533734080264,2.00034662542708e-06,0.5743543053817216
2.000347663527781e-06,0.4171962333368914,2.000347663527781e-06,0.6006553301805834,2.000347663527781e-06,0.5743557150545078
2.000348740274084e-06,0.41848832890104,2.000348740274084e-06,0.6006573597983347,2.000348740274084e-06,0.5743571660972734
2.000349862736201e-06,0.4198352834410305,2.000349862736201e-06,0.6006594755883042,2.000349862736201e-06,0.5743586715212428
2.000351039122526e-06,0.4212469470310086,2.000351039122526e-06,0.6006616930229429,2.000351039122526e-06,0.5743602364402793
2.000352279025437e-06,0.4227348305239751,2.000352279025437e-06,0.6006640301834414,2.000352279025437e-06,0.5743618756866177
2.000353593580165e-06,0.4243122961982345,2.000353593580165e-06,0.6006665080592051,2.000353593580165e-06,0.5743635980919056
2.00035499577831e-06,0.4259949339721608,2.00035499577831e-06,0.6006691511388028,2.00035499577831e-06,0.574365420653967
2.000356500687663e-06,0.4278008251961765,2.000356500687663e-06,0.6006719878243323,2.000356500687663e-06,0.5743673566089289
2.000358125926625e-06,0.4297511119503725,2.000358125926625e-06,0.6006750513256724,2.000358125926625e-06,0.5743694256156414
2.000359891921944e-06,0.4318703063323212,2.000359891921944e-06,0.6006783801463054,2.000359891921944e-06,0.5743716457394764
2.000361822639368e-06,0.4341871672418861,2.000361822639368e-06,0.6006820194605732,2.000361822639368e-06,0.5743740396470293
2.000363945825942e-06,0.4367349911301939,2.000363945825942e-06,0.6006860215703778,2.000363945825942e-06,0.5743766299558098
2.000366294205997e-06,0.4395530471965061,2.000366294205997e-06,0.6006904481595835,2.000366294205997e-06,0.574379441811198
2.000368905488505e-06,0.4426865862063391,2.000368905488505e-06,0.600695370307867,2.000368905488505e-06,0.574382500322423
2.000371824567745e-06,0.4461894812938775,2.000371824567745e-06,0.6007008726388791,2.000371824567745e-06,0.5743858300663067
2.000375135860079e-06,0.4501630320954234,2.000375135860079e-06,0.6007071142735873,2.000375135860079e-06,0.574389488261228
2.000378948761403e-06,0.4547385136834745,2.000378948761403e-06,0.6007143014182162,2.000378948761403e-06,0.5743935340100554
2.000383395095876e-06,0.4600741150518564,2.000383395095876e-06,0.6007226825552373,2.000383395095876e-06,0.5743980137083591
2.000388669634652e-06,0.4664035615829602,2.000388669634652e-06,0.6007326248192877,2.000388669634652e-06,0.5744029691117931
2.000395019030169e-06,0.4740228362033695,2.000395019030169e-06,0.6007445931388065,2.000395019030169e-06,0.5744083760402187
2.000402832904663e-06,0.4833994855962163,2.000402832904663e-06,0.6007593219336621,2.000402832904663e-06,0.5744141082869907
2.000412579010409e-06,0.4950948124905489,2.000412579010409e-06,0.6007776928951186,2.000412579010409e-06,0.5744196782681308
2.000424761750107e-06,0.5097141001283113,2.000424761750107e-06,0.6008006567985749,2.000424761750107e-06,0.5744239080083766
2.000440933245744e-06,0.5291198948927007,2.000440933245744e-06,0.6008311393215233,2.000440933245744e-06,0.5744244947582815
2.000457105343029e-06,0.5485264116346014,2.000457105343029e-06,0.6008616229764043,2.000457105343029e-06,0.5744193287417121
2.000473168471107e-06,0.567802165328814,2.000473168471107e-06,0.6008919012271733,2.000473168471107e-06,0.574408838240145
2.000487643322036e-06,0.5851719864431961,2.000487643322036e-06,0.6009191856473001,2.000487643322036e-06,0.5743955801856032
2.000509159599474e-06,0.6109915193694732,2.000509159599474e-06,0.6009597428250573,2.000509159599474e-06,0.5743699321243574
2.000526974511019e-06,0.6323694132226103,2.000526974511019e-06,0.6009933230977155,2.000526974511019e-06,0.5743440730673105
2.000546014284853e-06,0.6552171418231307,2.000546014284853e-06,0.6010292121748955,2.000546014284853e-06,0.5743144601784361
2.000563332269462e-06,0.6759987233543389,2.000563332269462e-06,0.6010618557572642,2.000563332269462e-06,0.5742899932281729
2.000569292065087e-06,0.6831504781042746,2.000569292065087e-06,0.6010730896895766,2.000569292065087e-06,0.5742845702505854
2.000576010111464e-06,0.6912121337563929,2.000576010111464e-06,0.6010857528881696,2.000576010111464e-06,0.5742829221963477
2.000580324906108e-06,0.6963898873298813,2.000580324906108e-06,0.6010938860710475,2.000580324906108e-06,0.5742840512886656
