/B<7> (vref=1.2) X,/B<7> (vref=1.2) Y,/B<6> (vref=1.2) X,/B<6> (vref=1.2) Y,/B<5> (vref=1.2) X,/B<5> (vref=1.2) Y,/B<4> (vref=1.2) X,/B<4> (vref=1.2) Y,/B<3> (vref=1.2) X,/B<3> (vref=1.2) Y,/B<2> (vref=1.2) X,/B<2> (vref=1.2) Y,/B<1> (vref=1.2) X,/B<1> (vref=1.2) Y,/VOUT (vref=1.2) X,/VOUT (vref=1.2) Y,/net10 (vref=1.2) X,/net10 (vref=1.2) Y,/B<0> (vref=1.2) X,/B<0> (vref=1.2) Y
5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2,5.266116435081861e-09,0.3006768830641477,5.266116435081861e-09,1.2,5.266116435081861e-09,1.2
9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2,9.440388924490734e-09,0.507755240031329,9.440388924490734e-09,1.2,9.440388924490734e-09,1.2
1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2,1.778893390330848e-08,0.7918292722620445,1.778893390330848e-08,1.2,1.778893390330848e-08,1.2
2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2,2.694397245842806e-08,0.9796571376163499,2.694397245842806e-08,1.2,2.694397245842806e-08,1.2
3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2,3.792160554554194e-08,1.089645719260633,3.792160554554194e-08,1.2,3.792160554554194e-08,1.2
5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2,5.005738188080207e-08,1.152659454779191,5.005738188080207e-08,1.2,5.005738188080207e-08,1.2
6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2,6.444155131282085e-08,1.179051846552586,6.444155131282085e-08,1.2,6.444155131282085e-08,1.2
8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2,8.368838420081991e-08,1.193362085731574,8.368838420081991e-08,1.2,8.368838420081991e-08,1.2
1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2,1.077967628842263e-07,1.194999151855067,1.077967628842263e-07,1.2,1.077967628842263e-07,1.2
1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2,1.457974967258031e-07,1.195556291532512,1.457974967258031e-07,1.2,1.457974967258031e-07,1.2
2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2,2.000022363512743e-07,1.195195410690772,2.000022363512743e-07,1.2,2.000022363512743e-07,1.2
3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2,3.084117156022168e-07,1.195197442868609,3.084117156022168e-07,1.2,3.084117156022168e-07,1.2
5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2,5.252306741041018e-07,1.195322288092712,5.252306741041018e-07,1.2,5.252306741041018e-07,1.2
7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2,7.631153370520509e-07,1.19527842719593,7.631153370520509e-07,1.2,7.631153370520509e-07,1.2
1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.2,1.001e-06,1.195261981365,1.001e-06,1.2,1.001e-06,1.2
1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.2,1.00125e-06,1.19526209049405,1.00125e-06,1.2,1.00125e-06,0.9000000000001045
1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.2,1.00134375e-06,1.195262132130898,1.00134375e-06,1.2,1.00134375e-06,0.787500000000112
1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.2,1.00153125e-06,1.195262243305139,1.00153125e-06,1.2,1.00153125e-06,0.5625000000001268
1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.2,1.00158456222414e-06,1.195262290558841,1.00158456222414e-06,1.2,1.00158456222414e-06,0.498525331031611
1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.2,1.00168767083437e-06,1.195262239712764,1.00168767083437e-06,1.2,1.00168767083437e-06,0.3747949987557183
1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.2,1.001723909785355e-06,1.195261951963471,1.001723909785355e-06,1.2,1.001723909785355e-06,0.3313082575744603
1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.2,1.001761557218209e-06,1.195259964444162,1.001761557218209e-06,1.2,1.001761557218209e-06,0.2861313381496133
1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.2,1.001805560653668e-06,1.195253877774489,1.001805560653668e-06,1.2,1.001805560653668e-06,0.2333272155984827
1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.2,1.00182052009894e-06,1.195250540906883,1.00182052009894e-06,1.2,1.00182052009894e-06,0.2153758812717818
1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.2,1.001850438989485e-06,1.195242579999888,1.001850438989485e-06,1.2,1.001850438989485e-06,0.17947321261838
1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.2,1.001873571851435e-06,1.195236019696417,1.001873571851435e-06,1.2,1.001873571851435e-06,0.1517137782785147
1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.2,1.001883110017592e-06,1.195233240327729,1.001883110017592e-06,1.2,1.001883110017592e-06,0.1402679788890622
1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.2,1.001901603826005e-06,1.195227850613398,1.001901603826005e-06,1.2,1.001901603826005e-06,0.1180754087935039
1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.2,1.001938591442831e-06,1.195217077742539,1.001938591442831e-06,1.2,1.001938591442831e-06,0.07369026860238703
1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.2,1.001969295721416e-06,1.195208147508802,1.001969295721416e-06,1.2,1.001969295721416e-06,0.03684513430102143
1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.195199230269314,1.002e-06,1.2,1.002e-06,0
1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.2,1.002061408557169e-06,1.195181475089247,1.002061408557169e-06,1.2,1.002061408557169e-06,0
1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.2,1.002126206584467e-06,1.195162776802701,1.002126206584467e-06,1.2,1.002126206584467e-06,0
1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.2,1.002182508056358e-06,1.195146590562233,1.002182508056358e-06,1.2,1.002182508056358e-06,0
1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.2,1.002295111000139e-06,1.195114387254379,1.002295111000139e-06,1.2,1.002295111000139e-06,0
1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.2,1.002470553334031e-06,1.195064660198451,1.002470553334031e-06,1.2,1.002470553334031e-06,0
1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.2,1.002767959219592e-06,1.194981596966457,1.002767959219592e-06,1.2,1.002767959219592e-06,0
1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.2,1.003362770990714e-06,1.19481999290451,1.003362770990714e-06,1.2,1.003362770990714e-06,0
1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.2,1.004552394532958e-06,1.19451416221168,1.004552394532958e-06,1.2,1.004552394532958e-06,0
1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.2,1.006931641617445e-06,1.193965019458949,1.006931641617445e-06,1.2,1.006931641617445e-06,0
1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.2,1.011690135786419e-06,1.193081257849599,1.011690135786419e-06,1.2,1.011690135786419e-06,0
1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.2,1.021207124124368e-06,1.191894027343839,1.021207124124368e-06,1.2,1.021207124124368e-06,0
1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.2,1.040241100800267e-06,1.190889592675108,1.040241100800267e-06,1.2,1.040241100800267e-06,0
1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.2,1.078309054152063e-06,1.190356228396835,1.078309054152063e-06,1.2,1.078309054152063e-06,0
1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.2,1.154444960855655e-06,1.190623101516894,1.154444960855655e-06,1.2,1.154444960855655e-06,0
1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.2,1.306716774262841e-06,1.190589256007167,1.306716774262841e-06,1.2,1.306716774262841e-06,0
1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.2,1.611260401077211e-06,1.190510724210073,1.611260401077211e-06,1.2,1.611260401077211e-06,0
2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.190541554134544,2e-06,1.2,2e-06,0
2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.190541620242477,2.00025e-06,1.2,2.00025e-06,0.3000000000001495
2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.190541644213625,2.00034375e-06,1.2,2.00034375e-06,0.412499999999888
2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.190541655001307,2.000390625e-06,1.2,2.000390625e-06,0.4687499999997572
2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.2,2.000484374999999e-06,1.190541669394556,2.000484374999999e-06,1.2,2.000484374999999e-06,0.5812499999994958
2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.2,2.000598490596293e-06,1.190541856949983,2.000598490596293e-06,1.2,2.000598490596293e-06,0.7181887155519224
2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.2,2.000626065181627e-06,1.190542084726453,2.000626065181627e-06,1.2,2.000626065181627e-06,0.7512782179526435
2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.2,2.000654708620422e-06,1.190543831380189,2.000654708620422e-06,1.2,2.000654708620422e-06,0.7856503445062277
