/B<7> (Design_Point=1) X,/B<7> (Design_Point=1) Y,/B<6> (Design_Point=1) X,/B<6> (Design_Point=1) Y,/B<5> (Design_Point=1) X,/B<5> (Design_Point=1) Y,/B<4> (Design_Point=1) X,/B<4> (Design_Point=1) Y,/B<3> (Design_Point=1) X,/B<3> (Design_Point=1) Y,/B<2> (Design_Point=1) X,/B<2> (Design_Point=1) Y,/B<0> (Design_Point=1) X,/B<0> (Design_Point=1) Y,/VOUT (Design_Point=1) X,/VOUT (Design_Point=1) Y,/B<1> (Design_Point=1) X,/B<1> (Design_Point=1) Y
1.001639896430557e-06,1.2,1.001639896430557e-06,1.2,1.001639896430557e-06,1.2,1.001639896430557e-06,1.2,1.001639896430557e-06,1.2,1.001639896430557e-06,1.2,1.001639896430557e-06,0.4321242833311681,1.001639896430557e-06,1.187078375921054,1.001639896430557e-06,1.2
1.001645559370906e-06,1.2,1.001645559370906e-06,1.2,1.001645559370906e-06,1.2,1.001645559370906e-06,1.2,1.001645559370906e-06,1.2,1.001645559370906e-06,1.2,1.001645559370906e-06,0.4253287549132848,1.001645559370906e-06,1.18703816764539,1.001645559370906e-06,1.2
1.001656885251602e-06,1.2,1.001656885251602e-06,1.2,1.001656885251602e-06,1.2,1.001656885251602e-06,1.2,1.001656885251602e-06,1.2,1.001656885251602e-06,1.2,1.001656885251602e-06,0.4117376980775184,1.001656885251602e-06,1.186957841083878,1.001656885251602e-06,1.2
1.001672353575513e-06,1.2,1.001672353575513e-06,1.2,1.001672353575513e-06,1.2,1.001672353575513e-06,1.2,1.001672353575513e-06,1.2,1.001672353575513e-06,1.2,1.001672353575513e-06,0.3931757093839315,1.001672353575513e-06,1.186848591239808,1.001672353575513e-06,1.2
1.001690574150844e-06,1.2,1.001690574150844e-06,1.2,1.001690574150844e-06,1.2,1.001690574150844e-06,1.2,1.001690574150844e-06,1.2,1.001690574150844e-06,1.2,1.001690574150844e-06,0.3713110189871676,1.001690574150844e-06,1.186721211969514,1.001690574150844e-06,1.2
1.001716995400079e-06,1.2,1.001716995400079e-06,1.2,1.001716995400079e-06,1.2,1.001716995400079e-06,1.2,1.001716995400079e-06,1.2,1.001716995400079e-06,1.2,1.001716995400079e-06,0.3396055199056528,1.001716995400079e-06,1.18653942943013,1.001716995400079e-06,1.2
1.001753995879001e-06,1.2,1.001753995879001e-06,1.2,1.001753995879001e-06,1.2,1.001753995879001e-06,1.2,1.001753995879001e-06,1.2,1.001753995879001e-06,1.2,1.001753995879001e-06,0.2952049451993487,1.001753995879001e-06,1.1862910624659,1.001753995879001e-06,1.2
1.001801919829478e-06,1.2,1.001801919829478e-06,1.2,1.001801919829478e-06,1.2,1.001801919829478e-06,1.2,1.001801919829478e-06,1.2,1.001801919829478e-06,1.2,1.001801919829478e-06,0.2376962046260059,1.001801919829478e-06,1.185979880311448,1.001801919829478e-06,1.2
1.001897767730434e-06,1.2,1.001897767730434e-06,1.2,1.001897767730434e-06,1.2,1.001897767730434e-06,1.2,1.001897767730434e-06,1.2,1.001897767730434e-06,1.2,1.001897767730434e-06,0.1226787234793201,1.001897767730434e-06,1.185391146679393,1.001897767730434e-06,1.2
1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,1.2,1.002e-06,0,1.002e-06,1.184810507358837,1.002e-06,1.2
1.002102570165944e-06,1.2,1.002102570165944e-06,1.2,1.002102570165944e-06,1.2,1.002102570165944e-06,1.2,1.002102570165944e-06,1.2,1.002102570165944e-06,1.2,1.002102570165944e-06,0,1.002102570165944e-06,1.184293160185155,1.002102570165944e-06,1.2
1.002216492595106e-06,1.2,1.002216492595106e-06,1.2,1.002216492595106e-06,1.2,1.002216492595106e-06,1.2,1.002216492595106e-06,1.2,1.002216492595106e-06,1.2,1.002216492595106e-06,0,1.002216492595106e-06,1.183743214930217,1.002216492595106e-06,1.2
1.002310273852362e-06,1.2,1.002310273852362e-06,1.2,1.002310273852362e-06,1.2,1.002310273852362e-06,1.2,1.002310273852362e-06,1.2,1.002310273852362e-06,1.2,1.002310273852362e-06,0,1.002310273852362e-06,1.183325733393162,1.002310273852362e-06,1.2
1.002497836366874e-06,1.2,1.002497836366874e-06,1.2,1.002497836366874e-06,1.2,1.002497836366874e-06,1.2,1.002497836366874e-06,1.2,1.002497836366874e-06,1.2,1.002497836366874e-06,0,1.002497836366874e-06,1.182577832491206,1.002497836366874e-06,1.2
1.002872961395898e-06,1.2,1.002872961395898e-06,1.2,1.002872961395898e-06,1.2,1.002872961395898e-06,1.2,1.002872961395898e-06,1.2,1.002872961395898e-06,1.2,1.002872961395898e-06,0,1.002872961395898e-06,1.181363553298642,1.002872961395898e-06,1.2
1.003623211453945e-06,1.2,1.003623211453945e-06,1.2,1.003623211453945e-06,1.2,1.003623211453945e-06,1.2,1.003623211453945e-06,1.2,1.003623211453945e-06,1.2,1.003623211453945e-06,0,1.003623211453945e-06,1.179778550613603,1.003623211453945e-06,1.2
1.005123711570041e-06,1.2,1.005123711570041e-06,1.2,1.005123711570041e-06,1.2,1.005123711570041e-06,1.2,1.005123711570041e-06,1.2,1.005123711570041e-06,1.2,1.005123711570041e-06,0,1.005123711570041e-06,1.178252323986158,1.005123711570041e-06,1.2
1.008124711802232e-06,1.2,1.008124711802232e-06,1.2,1.008124711802232e-06,1.2,1.008124711802232e-06,1.2,1.008124711802232e-06,1.2,1.008124711802232e-06,1.2,1.008124711802232e-06,0,1.008124711802232e-06,1.177857915437232,1.008124711802232e-06,1.2
1.014126712266615e-06,1.2,1.014126712266615e-06,1.2,1.014126712266615e-06,1.2,1.014126712266615e-06,1.2,1.014126712266615e-06,1.2,1.014126712266615e-06,1.2,1.014126712266615e-06,0,1.014126712266615e-06,1.177800492979032,1.014126712266615e-06,1.2
1.025948031463413e-06,1.2,1.025948031463413e-06,1.2,1.025948031463413e-06,1.2,1.025948031463413e-06,1.2,1.025948031463413e-06,1.2,1.025948031463413e-06,1.2,1.025948031463413e-06,0,1.025948031463413e-06,1.177944613771368,1.025948031463413e-06,1.2
1.049590669857009e-06,1.2,1.049590669857009e-06,1.2,1.049590669857009e-06,1.2,1.049590669857009e-06,1.2,1.049590669857009e-06,1.2,1.049590669857009e-06,1.2,1.049590669857009e-06,0,1.049590669857009e-06,1.177902076623795,1.049590669857009e-06,1.2
1.096875946644202e-06,1.2,1.096875946644202e-06,1.2,1.096875946644202e-06,1.2,1.096875946644202e-06,1.2,1.096875946644202e-06,1.2,1.096875946644202e-06,1.2,1.096875946644202e-06,0,1.096875946644202e-06,1.177875216373337,1.096875946644202e-06,1.2
1.191446500218587e-06,1.2,1.191446500218587e-06,1.2,1.191446500218587e-06,1.2,1.191446500218587e-06,1.2,1.191446500218587e-06,1.2,1.191446500218587e-06,1.2,1.191446500218587e-06,0,1.191446500218587e-06,1.177887155105463,1.191446500218587e-06,1.2
1.380587607367357e-06,1.2,1.380587607367357e-06,1.2,1.380587607367357e-06,1.2,1.380587607367357e-06,1.2,1.380587607367357e-06,1.2,1.380587607367357e-06,1.2,1.380587607367357e-06,0,1.380587607367357e-06,1.17788863451632,1.380587607367357e-06,1.2
1.690293803683678e-06,1.2,1.690293803683678e-06,1.2,1.690293803683678e-06,1.2,1.690293803683678e-06,1.2,1.690293803683678e-06,1.2,1.690293803683678e-06,1.2,1.690293803683678e-06,0,1.690293803683678e-06,1.177887914323589,1.690293803683678e-06,1.2
2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,1.2,2e-06,0,2e-06,1.177887892315777,2e-06,1.2
2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,1.2,2.00025e-06,0.3000000000001495,2.00025e-06,1.177887924599193,2.00025e-06,1.2
2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,1.2,2.00034375e-06,0.412499999999888,2.00034375e-06,1.177888112191418,2.00034375e-06,1.2
2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,1.2,2.000390625e-06,0.4687499999997572,2.000390625e-06,1.177888584986288,2.000390625e-06,1.2
2.0004140625e-06,1.2,2.0004140625e-06,1.2,2.0004140625e-06,1.2,2.0004140625e-06,1.2,2.0004140625e-06,1.2,2.0004140625e-06,1.2,2.0004140625e-06,0.4968749999996919,2.0004140625e-06,1.177888982802874,2.0004140625e-06,1.2
2.0004609375e-06,1.2,2.0004609375e-06,1.2,2.0004609375e-06,1.2,2.0004609375e-06,1.2,2.0004609375e-06,1.2,2.0004609375e-06,1.2,2.0004609375e-06,0.553124999999561,2.0004609375e-06,1.177891532353982,2.0004609375e-06,1.2
2.000475586903195e-06,1.2,2.000475586903195e-06,1.2,2.000475586903195e-06,1.2,2.000475586903195e-06,1.2,2.000475586903195e-06,1.2,2.000475586903195e-06,1.2,2.000475586903195e-06,0.570704283834041,2.000475586903195e-06,1.177893107011029,2.000475586903195e-06,1.2
2.000504885709586e-06,1.2,2.000504885709586e-06,1.2,2.000504885709586e-06,1.2,2.000504885709586e-06,1.2,2.000504885709586e-06,1.2,2.000504885709586e-06,1.2,2.000504885709586e-06,0.6058628515030008,2.000504885709586e-06,1.177910574011604,2.000504885709586e-06,1.2
2.000538182019025e-06,1.2,2.000538182019025e-06,1.2,2.000538182019025e-06,1.2,2.000538182019025e-06,1.2,2.000538182019025e-06,1.2,2.000538182019025e-06,1.2,2.000538182019025e-06,0.6458184228298033,2.000538182019025e-06,1.178001647010794,2.000538182019025e-06,1.2
2.000559162790546e-06,1.2,2.000559162790546e-06,1.2,2.000559162790546e-06,1.2,2.000559162790546e-06,1.2,2.000559162790546e-06,1.2,2.000559162790546e-06,1.2,2.000559162790546e-06,0.6709953486556344,2.000559162790546e-06,1.178116335808429,2.000559162790546e-06,1.2
2.00058008269566e-06,1.2,2.00058008269566e-06,1.2,2.00058008269566e-06,1.2,2.00058008269566e-06,1.2,2.00058008269566e-06,1.2,2.00058008269566e-06,1.2,2.00058008269566e-06,0.696099234792138,2.00058008269566e-06,1.178259738963661,2.00058008269566e-06,1.2
2.000599499441618e-06,1.2,2.000599499441618e-06,1.2,2.000599499441618e-06,1.2,2.000599499441618e-06,1.2,2.000599499441618e-06,1.2,2.000599499441618e-06,1.2,2.000599499441618e-06,0.7193993299421308,2.000599499441618e-06,1.178397396059732,2.000599499441618e-06,1.2
2.000605115087127e-06,1.2,2.000605115087127e-06,1.2,2.000605115087127e-06,1.2,2.000605115087127e-06,1.2,2.000605115087127e-06,1.2,2.000605115087127e-06,1.2,2.000605115087127e-06,0.7261381045530886,2.000605115087127e-06,1.178437554216931,2.000605115087127e-06,1.2
2.000616346378146e-06,1.2,2.000616346378146e-06,1.2,2.000616346378146e-06,1.2,2.000616346378146e-06,1.2,2.000616346378146e-06,1.2,2.000616346378146e-06,1.2,2.000616346378146e-06,0.7396156537750042,2.000616346378146e-06,1.178516776540974,2.000616346378146e-06,1.2
2.000634461642098e-06,1.2,2.000634461642098e-06,1.2,2.000634461642098e-06,1.2,2.000634461642098e-06,1.2,2.000634461642098e-06,1.2,2.000634461642098e-06,1.2,2.000634461642098e-06,0.7613539705175918,2.000634461642098e-06,1.178642539946946,2.000634461642098e-06,1.2
2.000655276243585e-06,1.2,2.000655276243585e-06,1.2,2.000655276243585e-06,1.2,2.000655276243585e-06,1.2,2.000655276243585e-06,1.2,2.000655276243585e-06,1.2,2.000655276243585e-06,0.7863314923018654,2.000655276243585e-06,1.178784906948733,2.000655276243585e-06,1.2
