/B<7> (vref=1.2) X,/B<7> (vref=1.2) Y,/B<6> (vref=1.2) X,/B<6> (vref=1.2) Y,/B<5> (vref=1.2) X,/B<5> (vref=1.2) Y,/B<4> (vref=1.2) X,/B<4> (vref=1.2) Y,/B<3> (vref=1.2) X,/B<3> (vref=1.2) Y,/B<2> (vref=1.2) X,/B<2> (vref=1.2) Y,/VOUT (vref=1.2) X,/VOUT (vref=1.2) Y,/net10 (vref=1.2) X,/net10 (vref=1.2) Y,/B<1> (vref=1.2) X,/B<1> (vref=1.2) Y,/B<0> (vref=1.2) X,/B<0> (vref=1.2) Y
1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,1.194745060061285,1.015845589705712e-07,1.2,1.015845589705712e-07,1.2,1.015845589705712e-07,0.498529235314552
1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,1.194748472536714,1.016876689203652e-07,1.2,1.016876689203652e-07,1.2,1.016876689203652e-07,0.3747972955617666
1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,1.194749399387245,1.017239088326249e-07,1.2,1.017239088326249e-07,1.2,1.017239088326249e-07,0.3313094008500711
1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,1.194748681140548,1.017615176614863e-07,1.2,1.017615176614863e-07,1.2,1.017615176614863e-07,0.2861788062163894
1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,1.194744081957959,1.018055239195096e-07,1.2,1.018055239195096e-07,1.2,1.018055239195096e-07,0.2333712965885235
1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,1.194741186165157,1.018207905502266e-07,1.2,1.018207905502266e-07,1.2,1.018207905502266e-07,0.2150513397280749
1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,1.194734076358314,1.018513238116607e-07,1.2,1.018513238116607e-07,1.2,1.018513238116607e-07,0.1784114260071779
1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,1.194728291719355,1.018744372616263e-07,1.2,1.018744372616263e-07,1.2,1.018744372616263e-07,0.1506752860483711
1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,1.194725956183406,1.018835008078649e-07,1.2,1.018835008078649e-07,1.2,1.018835008078649e-07,0.139799030562141
1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,1.194721285343096,1.019016279003419e-07,1.2,1.019016279003419e-07,1.2,1.019016279003419e-07,0.1180465195896812
1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,1.194711948725845,1.01937882085296e-07,1.2,1.01937882085296e-07,1.2,1.01937882085296e-07,0.0745414976447607
1.02e-07,1.2,1.02e-07,1.2,1.02e-07,1.2,1.02e-07,1.2,1.02e-07,1.2,1.02e-07,1.2,1.02e-07,1.194695984628432,1.02e-07,1.2,1.02e-07,1.2,1.02e-07,0
1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,1.194676931675987,1.020745714988403e-07,1.2,1.020745714988403e-07,1.2,1.020745714988403e-07,0
1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,1.194655816758435,1.02157423801945e-07,1.2,1.02157423801945e-07,1.2,1.02157423801945e-07,0
1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,1.194637446077708,1.022298540828694e-07,1.2,1.022298540828694e-07,1.2,1.022298540828694e-07,0
1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,1.194600952237535,1.023747146447184e-07,1.2,1.023747146447184e-07,1.2,1.023747146447184e-07,0
1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,1.194545019312554,1.025993064477045e-07,1.2,1.025993064477045e-07,1.2,1.025993064477045e-07,0
1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,1.19444500724652,1.03008910561046e-07,1.2,1.03008910561046e-07,1.2,1.03008910561046e-07,0
1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,1.194252429600938,1.038281187877291e-07,1.2,1.038281187877291e-07,1.2,1.038281187877291e-07,0
1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,1.193895465539818,1.054665352410951e-07,1.2,1.054665352410951e-07,1.2,1.054665352410951e-07,0
1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,1.193279129880779,1.087433681478272e-07,1.2,1.087433681478272e-07,1.2,1.087433681478272e-07,0
1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,1.192363881319827,1.152970339612914e-07,1.2,1.152970339612914e-07,1.2,1.152970339612914e-07,0
1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,1.191287031682806,1.284043655882198e-07,1.2,1.284043655882198e-07,1.2,1.284043655882198e-07,0
1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,1.190655307870155,1.546190288420767e-07,1.2,1.546190288420767e-07,1.2,1.546190288420767e-07,0
2e-07,1.2,2e-07,1.2,2e-07,1.2,2e-07,1.2,2e-07,1.2,2e-07,1.2,2e-07,1.19045575735264,2e-07,1.2,2e-07,1.2,2e-07,0
2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,1.190457748858128,2.0025e-07,1.2,2.0025e-07,1.2,2.0025e-07,0.2999999999999907
2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,1.190458492738927,2.0034375e-07,1.2,2.0034375e-07,1.2,2.0034375e-07,0.4124999999999833
2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,1.190458861889748,2.00390625e-07,1.2,2.00390625e-07,1.2,2.00390625e-07,0.4687499999999796
2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,1.190459589721805,2.00484375e-07,1.2,2.00484375e-07,1.2,2.00484375e-07,0.5812499999999722
2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,1.190460636902255,2.00598497456144e-07,1.2,2.00598497456144e-07,1.2,2.00598497456144e-07,0.7181969473728518
2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,1.190461069743153,2.006260757228151e-07,1.2,2.006260757228151e-07,1.2,2.006260757228151e-07,0.7512908673781417
2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,1.190463023977239,2.00654718347363e-07,1.2,2.00654718347363e-07,1.2,2.00654718347363e-07,0.7856620168355779
2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,1.190468138141868,2.00687082081905e-07,1.2,2.00687082081905e-07,1.2,2.00687082081905e-07,0.8244984982859762
2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,1.190472498325051,2.007049299878763e-07,1.2,2.007049299878763e-07,1.2,2.007049299878763e-07,0.8459159854515612
2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,1.190479428176112,2.007291675202541e-07,1.2,2.007291675202541e-07,1.2,2.007291675202541e-07,0.8750010243049808
2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,1.190485603431962,2.007501278604162e-07,1.2,2.007501278604162e-07,1.2,2.007501278604162e-07,0.9001534324994571
2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,1.19049276659002,2.007741385701345e-07,1.2,2.007741385701345e-07,1.2,2.007741385701345e-07,0.9289662841614202
2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,1.190500404936924,2.007997295067244e-07,1.2,2.007997295067244e-07,1.2,2.007997295067244e-07,0.9596754080692338
2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,1.19050381784071,2.008111579071021e-07,1.2,2.008111579071021e-07,1.2,2.008111579071021e-07,0.9733894885225144
2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.190510641485592,2.008340147078576e-07,1.2,2.008340147078576e-07,1.2,2.008340147078576e-07,1.000817649429076
2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.190522183601957,2.008727280615049e-07,1.2,2.008727280615049e-07,1.2,2.008727280615049e-07,1.047273673805839
2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.190542817583975,2.009421662732694e-07,1.2,2.009421662732694e-07,1.2,2.009421662732694e-07,1.13059952792325
2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.190559935105681,2.01e-07,1.2,2.01e-07,1.2,2.01e-07,1.199999999999995
