/REF (v_ref=0.1) X,/REF (v_ref=0.1) Y,/REF (v_ref=0.2) X,/REF (v_ref=0.2) Y,/REF (v_ref=0.3) X,/REF (v_ref=0.3) Y,/REF (v_ref=0.4) X,/REF (v_ref=0.4) Y,/REF (v_ref=0.5) X,/REF (v_ref=0.5) Y,/REF (v_ref=0.6) X,/REF (v_ref=0.6) Y,/REF (v_ref=0.7) X,/REF (v_ref=0.7) Y,/REF (v_ref=0.8) X,/REF (v_ref=0.8) Y,/REF (v_ref=0.9) X,/REF (v_ref=0.9) Y,/REF (v_ref=1) X,/REF (v_ref=1) Y,/REF (v_ref=1.1) X,/REF (v_ref=1.1) Y,/out (v_ref=0.1) X,/out (v_ref=0.1) Y,/out (v_ref=0.2) X,/out (v_ref=0.2) Y,/out (v_ref=0.3) X,/out (v_ref=0.3) Y,/out (v_ref=0.4) X,/out (v_ref=0.4) Y,/out (v_ref=0.5) X,/out (v_ref=0.5) Y,/out (v_ref=0.6) X,/out (v_ref=0.6) Y,/out (v_ref=0.7) X,/out (v_ref=0.7) Y,/out (v_ref=0.8) X,/out (v_ref=0.8) Y,/out (v_ref=0.9) X,/out (v_ref=0.9) Y,/out (v_ref=1) X,/out (v_ref=1) Y,/out (v_ref=1.1) X,/out (v_ref=1.1) Y,/IN (v_ref=0.1) X,/IN (v_ref=0.1) Y,/IN (v_ref=0.2) X,/IN (v_ref=0.2) Y,/IN (v_ref=0.3) X,/IN (v_ref=0.3) Y,/IN (v_ref=0.4) X,/IN (v_ref=0.4) Y,/IN (v_ref=0.5) X,/IN (v_ref=0.5) Y,/IN (v_ref=0.6) X,/IN (v_ref=0.6) Y,/IN (v_ref=0.7) X,/IN (v_ref=0.7) Y,/IN (v_ref=0.8) X,/IN (v_ref=0.8) Y,/IN (v_ref=0.9) X,/IN (v_ref=0.9) Y,/IN (v_ref=1) X,/IN (v_ref=1) Y,/IN (v_ref=1.1) X,/IN (v_ref=1.1) Y
4.627213572687061e-05,0.1,4.330428942999231e-05,0.2,4.549119978858883e-05,0.3,4.48002814524896e-05,0.4,4.273854800525902e-05,0.5,1.681738147072972e-07,0.6,2.74106477921283e-06,0.7,5.449596262970494e-06,0.8,8.308385616158041e-06,0.9,1.149838754234759e-05,1,1.548420286970832e-05,1.1,4.627213572687061e-05,1.19999968212238,4.330428942999231e-05,1.19999968212238,4.549119978858883e-05,1.199999682122394,4.48002814524896e-05,1.199999682122873,4.273854800525902e-05,1.199999682123226,1.681738147072972e-07,1.199984194674301,2.74106477921283e-06,0.7653307422374827,5.449596262970494e-06,0.4439264954574985,8.308385616158041e-06,0.2468030279034962,1.149838754234759e-05,0.1244865698844861,1.548420286970832e-05,0.1192967795698146,4.627213572687061e-05,0.7392556430840694,4.330428942999231e-05,0.8450418466803208,4.549119978858883e-05,0.7677132251993226,4.48002814524896e-05,0.7925561166592364,4.273854800525902e-05,0.8643511390189769,1.681738147072972e-07,0.6063398854686638,2.74106477921283e-06,0.702825609962073,5.449596262970494e-06,0.8014538967425414,8.308385616158041e-06,0.8991851290059458,1.149838754234759e-05,0.9967415192401046,1.548420286970832e-05,1.095913358284482
4.72721357268706e-05,0.1,4.43042894299923e-05,0.2,4.587601567953801e-05,0.3,4.501726677023826e-05,0.4,4.297967630619512e-05,0.5,1.759825033678316e-07,0.6,2.741816603011855e-06,0.7,5.450533736343514e-06,0.8,8.309175895255414e-06,0.9,1.150145476952817e-05,1,1.548847688431999e-05,1.1,4.72721357268706e-05,1.19999968212238,4.43042894299923e-05,1.19999968212238,4.587601567953801e-05,1.199999682122407,4.501726677023826e-05,1.199999682123098,4.297967630619512e-05,1.199999682123414,1.759825033678316e-07,1.199986869778745,2.741816603011855e-06,0.863926724542959,5.450533736343514e-06,0.5269892613511212,8.309175895255414e-06,0.2707987624778486,1.150145476952817e-05,0.1356946010233042,1.548847688431999e-05,0.1302708258723488,4.72721357268706e-05,0.7023352896418144,4.43042894299923e-05,0.8101691371489634,4.587601567953801e-05,0.7537366122395175,4.501726677023826e-05,0.7847910050931541,4.297967630619512e-05,0.8561606315609307,1.759825033678316e-07,0.6066342488866222,2.741816603011855e-06,0.702853533620504,5.450533736343514e-06,0.8014871866667372,8.309175895255414e-06,0.8992109532947237,1.150145476952817e-05,0.9968282562673598,1.548847688431999e-05,1.096004039188879
4.788726684631165e-05,0.1,4.53042894299923e-05,0.2,4.620318330849581e-05,0.3,4.522767546086756e-05,0.4,4.323516517844119e-05,0.5,1.860690192478309e-07,0.6,2.742381754726632e-06,0.7,5.451422066948383e-06,0.8,8.310114093696245e-06,0.9,1.150411490373565e-05,1,1.549219368087568e-05,1.1,4.788726684631165e-05,1.199999682122379,4.53042894299923e-05,1.19999968212238,4.620318330849581e-05,1.19999968212243,4.522767546086756e-05,1.19999968212336,4.323516517844119e-05,1.199999682123562,1.860690192478309e-07,1.199989274636379,2.742381754726632e-06,0.9322556095385386,5.451422066948383e-06,0.6134016370118135,8.310114093696245e-06,0.3041525301717209,1.150411490373565e-05,0.147406764961146,1.549219368087568e-05,0.1417418592309182,4.788726684631165e-05,0.6794144461406951,4.53042894299923e-05,0.7744669860504247,4.620318330849581e-05,0.7417827918898809,4.522767546086756e-05,0.7772284313369195,4.323516517844119e-05,0.8474182188603361,1.860690192478309e-07,0.6070144769737539,2.742381754726632e-06,0.7028745238975614,5.451422066948383e-06,0.801518730873341,8.310114093696245e-06,0.8992416102495009,1.150411490373565e-05,0.9969034693231156,1.549219368087568e-05,1.096082868631932
4.854225444210992e-05,0.1,4.63042894299923e-05,0.2,4.649300809047367e-05,0.3,4.543430662590485e-05,0.4,4.36295817595767e-05,0.5,1.990682995547286e-07,0.6,2.742785669080329e-06,0.7,5.452358564058978e-06,0.8,8.311613549981018e-06,0.9,1.150640250501631e-05,1,1.549539358191332e-05,1.1,4.854225444210992e-05,1.199999682122381,4.63042894299923e-05,1.199999682122381,4.649300809047367e-05,1.199999682122469,4.543430662590485e-05,1.199999682123545,4.36295817595767e-05,1.199999682123779,1.990682995547286e-07,1.199991434709253,2.742785669080329e-06,0.9736899286213303,5.452358564058978e-06,0.7111286142337324,8.311613549981018e-06,0.3678753261538511,1.150640250501631e-05,0.1596102365935391,1.549539358191332e-05,0.1536849638365458,4.854225444210992e-05,0.6548789055054158,4.63042894299923e-05,0.7380762934643293,4.649300809047367e-05,0.7311431729072405,4.543430662590485e-05,0.7697714768086188,4.36295817595767e-05,0.8337975469368135,1.990682995547286e-07,0.6075045024110874,2.742785669080329e-06,0.7028895255848079,5.452358564058978e-06,0.8015519847703703,8.311613549981018e-06,0.8992906049353546,1.150640250501631e-05,0.9969681404564896,1.549539358191332e-05,1.096150713578314
4.904191614291258e-05,0.1,4.682367355433784e-05,0.2,4.676567590044827e-05,0.3,4.566027517510064e-05,0.4,4.402480944898277e-05,0.5,2.153590007454033e-07,0.6,2.743137306837921e-06,0.7,5.453288969342913e-06,0.8,8.313117028521292e-06,0.9,1.150835861888905e-05,1,1.549812565992376e-05,1.1,4.904191614291258e-05,1.199999682122379,4.682367355433784e-05,1.199999682122381,4.676567590044827e-05,1.199999682122535,4.566027517510064e-05,1.199999682123679,4.402480944898277e-05,1.199999682124119,2.153590007454033e-07,1.199993338579589,2.743137306837921e-06,1.002690168060796,5.453288969342913e-06,0.8122867043569539,8.313117028521292e-06,0.4433327363792239,1.150835861888905e-05,0.1723152986893012,1.549812565992376e-05,0.166090594053543,4.904191614291258e-05,0.6360970996890484,4.682367355433784e-05,0.7189513629010387,4.676567590044827e-05,0.721093629409101,4.566027517510064e-05,0.7615839567968848,4.402480944898277e-05,0.8200048490607679,2.153590007454033e-07,0.6081185952992116,2.743137306837921e-06,0.7029025856254344,5.453288969342913e-06,0.8015850216628386,8.313117028521292e-06,0.8993397283810134,1.150835861888905e-05,0.9970234338427268,1.549812565992376e-05,1.09620862377458
4.941119351980022e-05,0.1,4.735845117309588e-05,0.2,4.70490225569265e-05,0.3,4.605185821350333e-05,0.4,4.438339741105593e-05,0.5,2.354800128226126e-07,0.6,2.743518484780291e-06,0.7,5.454084606918974e-06,0.8,8.314403231363995e-06,0.9,1.151003065804295e-05,1,1.550044765409991e-05,1.1,4.941119351980022e-05,1.19999968212238,4.735845117309588e-05,1.199999682122385,4.70490225569265e-05,1.199999682122661,4.605185821350333e-05,1.199999682123897,4.438339741105593e-05,1.199999682124605,2.354800128226126e-07,1.199995023597068,2.743518484780291e-06,1.026541278591961,5.454084606918974e-06,0.8962237990857675,8.314403231363995e-06,0.5159533609334488,1.151003065804295e-05,0.1855747631743263,1.550044765409991e-05,0.1789787285201704,4.941119351980022e-05,0.6221924181213121,4.735845117309588e-05,0.699127464190784,4.70490225569265e-05,0.7106128864854764,4.605185821350333e-05,0.7473195551598762,4.438339741105593e-05,0.8073731974892678,2.354800128226126e-07,0.6088770634506084,2.743518484780291e-06,0.7029167427497883,5.454084606918974e-06,0.8016132726681552,8.314403231363995e-06,0.8993817506156143,1.151003065804295e-05,0.9970706925469999,1.550044765409991e-05,1.096257830178569
4.971395651742569e-05,0.1,4.778732528353513e-05,0.2,4.726612302620342e-05,0.3,4.637958009319471e-05,0.4,4.482218146817025e-05,0.5,2.60137106704967e-07,0.6,2.743939293437096e-06,0.7,5.454650440548689e-06,0.8,8.315719686860988e-06,0.9,1.15114721745421e-05,1,1.550242570655873e-05,1.1,4.971395651742569e-05,1.199999682122384,4.778732528353513e-05,1.199999682122388,4.726612302620342e-05,1.199999682122822,4.637958009319471e-05,1.199999682124194,4.482218146817025e-05,1.199999682125338,2.60137106704967e-07,1.199996511384487,2.743939293437096e-06,1.045453351570028,5.454650440548689e-06,0.9486707598377654,8.315719686860988e-06,0.5968879611626577,1.15114721745421e-05,0.1995200636984676,1.550242570655873e-05,0.1924238612874599,4.971395651742569e-05,0.6107830047060799,4.778732528353513e-05,0.6831474159232158,4.726612302620342e-05,0.702558634474826,4.637958009319471e-05,0.7353125484319206,4.482218146817025e-05,0.7917739950130396,2.60137106704967e-07,0.6098065012229095,2.743939293437096e-06,0.7029323717085709,5.454650440548689e-06,0.8016333636309727,8.315719686860988e-06,0.8994247592263991,1.15114721745421e-05,0.9971114322150123,1.550242570655873e-05,1.096299739629804
4.996828042486754e-05,0.1,4.811887709955187e-05,0.2,4.752070890873907e-05,0.3,4.667952725074257e-05,0.4,4.547945675987811e-05,0.5,2.89846251481588e-07,0.6,2.744378506433717e-06,0.7,5.455086852150284e-06,0.8,8.317111730060915e-06,0.9,1.151274241286163e-05,1,1.550413367183462e-05,1.1,4.996828042486754e-05,1.199999682122386,4.811887709955187e-05,1.199999682122395,4.752070890873907e-05,1.199999682123092,4.667952725074257e-05,1.199999682124612,4.547945675987811e-05,1.199999682126499,2.89846251481588e-07,1.199997739322713,2.744378506433717e-06,1.059472402882127,5.455086852150284e-06,0.98191919458852,8.317111730060915e-06,0.6884877409658979,1.151274241286163e-05,0.2144284154289826,1.550413367183462e-05,0.2066021856110457,4.996828042486754e-05,0.6011957990189044,4.811887709955187e-05,0.6707516611654508,4.752070890873907e-05,0.6930895041232459,4.667952725074257e-05,0.7242727359734251,4.547945675987811e-05,0.7681382348490882,2.89846251481588e-07,0.6109263422539472,2.744378506433717e-06,0.7029486841332649,5.455086852150284e-06,0.8016488590527675,8.317111730060915e-06,0.8994702350595605,1.151274241286163e-05,0.9971473285750343,1.550413367183462e-05,1.09633592051444
5.018970225064986e-05,0.1,4.840400882749543e-05,0.2,4.771845506951305e-05,0.3,4.704662487537997e-05,0.4,4.634204964593009e-05,0.5,3.24138150634311e-07,0.6,2.744786661584923e-06,0.7,5.455509411225396e-06,0.8,8.318548277851553e-06,0.9,1.151390625753755e-05,1,1.550565208763971e-05,1.1,5.018970225064986e-05,1.199999682122389,4.840400882749543e-05,1.199999682122406,4.771845506951305e-05,1.199999682123331,4.704662487537997e-05,1.199999682125223,4.634204964593009e-05,1.199999682128036,3.24138150634311e-07,1.199998628158043,2.744786661584923e-06,1.069193874957085,5.455509411225396e-06,1.007037234616881,8.318548277851553e-06,0.7872487227521345,1.151390625753755e-05,0.2308422559679507,1.550565208763971e-05,0.2218774812010999,5.018970225064986e-05,0.5928485629736897,4.840400882749543e-05,0.660066660814934,4.771845506951305e-05,0.6857179241736262,4.704662487537997e-05,0.7107017263802623,4.634204964593009e-05,0.7366905861915872,3.24138150634311e-07,0.6122188756572834,2.744786661584923e-06,0.7029638429954795,5.455509411225396e-06,0.801663862476205,8.318548277851553e-06,0.8995171623847762,1.151390625753755e-05,0.997180216078033,1.550565208763971e-05,1.096368081255758
5.038924293880383e-05,0.1,4.865607830021853e-05,0.2,4.789001855770653e-05,0.3,4.759271302433699e-05,0.4,4.719952919359868e-05,0.5,3.628008224871453e-07,0.6,2.745219315017567e-06,0.7,5.456054131668675e-06,0.8,8.319824009094622e-06,0.9,1.151503724601455e-05,1,1.550706865487878e-05,1.1,5.038924293880383e-05,1.199999682122394,4.865607830021853e-05,1.19999968212242,4.789001855770653e-05,1.19999968212354,4.759271302433699e-05,1.199999682126157,4.719952919359868e-05,1.199999682129864,3.628008224871453e-07,1.199999168396466,2.745219315017567e-06,1.077485973610113,5.456054131668675e-06,1.030374330843412,8.319824009094622e-06,0.8733489513350732,1.151503724601455e-05,0.2497930973647529,1.550706865487878e-05,0.2389532435470591,5.038924293880383e-05,0.5853273497290209,4.865607830021853e-05,0.6506044669176806,4.789001855770653e-05,0.6793116205515899,4.759271302433699e-05,0.6904069390182325,4.719952919359868e-05,0.7050313103550288,3.628008224871453e-07,0.6136760842890349,2.745219315017567e-06,0.7029799116487246,5.456054131668675e-06,0.801683203163267,8.319824009094622e-06,0.8995588343128332,1.151503724601455e-05,0.997212173107594,1.550706865487878e-05,1.096398080724284
5.057256015600992e-05,0.1,4.888702399522685e-05,0.2,4.80704987751098e-05,0.3,4.855417625750323e-05,0.4,4.803847659513995e-05,0.5,4.06199662149531e-07,0.6,2.745715332929653e-06,0.7,5.456677350648061e-06,0.8,8.320743359093219e-06,0.9,1.151623152994106e-05,1,1.550848603041973e-05,1.1,5.057256015600992e-05,1.199999682122399,4.888702399522685e-05,1.199999682122443,4.80704987751098e-05,1.199999682123696,4.855417625750323e-05,1.199999682127393,4.803847659513995e-05,1.199999682132413,4.06199662149531e-07,1.199999444060338,2.745715332929653e-06,1.085551423210594,5.456677350648061e-06,1.048404907816842,8.320743359093219e-06,0.9283570416258538,1.151623152994106e-05,0.2733415054654207,1.550848603041973e-05,0.2591855987774683,5.057256015600992e-05,0.5784196462332225,4.888702399522685e-05,0.6419240175346863,4.80704987751098e-05,0.6725624268861543,4.855417625750323e-05,0.6544313322216078,4.803847659513995e-05,0.6737606262107185,4.06199662149531e-07,0.6153117040610616,2.745715332929653e-06,0.7029983335511508,5.456677350648061e-06,0.8017053307069515,8.320743359093219e-06,0.8995888638076197,1.151623152994106e-05,0.9972459164258749,1.550848603041973e-05,1.096428093374863
5.074349875446165e-05,0.1,4.910719617164115e-05,0.2,4.829709173138798e-05,0.3,4.955417625750323e-05,0.4,4.89333807588537e-05,0.5,4.568219001193704e-07,0.6,2.746321874845869e-06,0.7,5.457166928309171e-06,0.8,8.32142998085722e-06,0.9,1.151766748192899e-05,1,1.551005565223748e-05,1.1,5.074349875446165e-05,1.199999682122405,4.910719617164115e-05,1.199999682122478,4.829709173138798e-05,1.199999682123818,4.955417625750323e-05,1.199999682128017,4.89333807588537e-05,1.199999682138351,4.568219001193704e-07,1.19999957071971,2.746321874845869e-06,1.094187237341322,5.457166928309171e-06,1.058511288570841,8.32142998085722e-06,0.9621103318734583,1.151766748192899e-05,0.3065633674770012,1.551005565223748e-05,0.2854985101710296,5.074349875446165e-05,0.5719809510262749,4.910719617164115e-05,0.6336402615948514,4.829709173138798e-05,0.6640757057838088,4.955417625750323e-05,0.6168049612093436,4.89333807588537e-05,0.6401805047311281,4.568219001193704e-07,0.6172194152789547,2.746321874845869e-06,0.7030208601339301,5.457166928309171e-06,0.8017227130657347,8.32142998085722e-06,0.8996112908541365,1.151766748192899e-05,0.9972864848760555,1.551005565223748e-05,1.09646132521638
5.090479846979508e-05,0.1,4.932533073849636e-05,0.2,4.855052774328703e-05,0.3,5.05049558384536e-05,0.4,4.978333519179077e-05,0.5,5.197781823475353e-07,0.6,2.747112596063792e-06,0.7,5.457659867630228e-06,0.8,8.322068308712845e-06,0.9,1.152024916141726e-05,1,1.551216523939209e-05,1.1,5.090479846979508e-05,1.199999682122412,4.932533073849636e-05,1.199999682122536,4.855052774328703e-05,1.199999682123965,5.05049558384536e-05,1.199999682128182,4.978333519179077e-05,1.199999682164365,5.197781823475353e-07,1.199999627795533,2.747112596063792e-06,1.104134652816003,5.457659867630228e-06,1.066700498856261,8.322068308712845e-06,0.9865599985115219,1.152024916141726e-05,0.3787667944284641,1.551216523939209e-05,0.327181183282361,5.090479846979508e-05,0.5659082719617738,4.932533073849636e-05,0.6254268151324213,4.855052774328703e-05,0.654568309371322,5.05049558384536e-05,0.5809668069513582,4.978333519179077e-05,0.6081678185467472,5.197781823475353e-07,0.6195916926927026,2.747112596063792e-06,0.7030502267946939,5.457659867630228e-06,0.8017402145867454,8.322068308712845e-06,0.8996321399821774,1.152024916141726e-05,0.9973594142331541,1.551216523939209e-05,1.096505981531847
5.10584835962107e-05,0.1,4.955873445312663e-05,0.2,4.879881937049848e-05,0.3,5.13345341325261e-05,0.4,5.05295560808066e-05,0.5,5.837603157226486e-07,0.6,2.748193652285079e-06,0.7,5.458222191568874e-06,0.8,8.322850222496554e-06,0.9,1.152234571010432e-05,1,1.551543102039627e-05,1.1,5.10584835962107e-05,1.19999968212242,4.955873445312663e-05,1.199999682122638,4.879881937049848e-05,1.199999682124187,5.13345341325261e-05,1.199999682130283,5.05295560808066e-05,1.199999682272278,5.837603157226486e-07,1.199999645400218,2.748193652285079e-06,1.116004214685152,5.458222191568874e-06,1.074723454810317,8.322850222496554e-06,1.008384039901903,1.152234571010432e-05,0.4478556459376895,1.551543102039627e-05,0.4043576715864967,5.10584835962107e-05,0.5601255185853183,4.955873445312663e-05,0.6166331880101357,4.879881937049848e-05,0.6452404654223792,5.13345341325261e-05,0.5497481838454603,5.05295560808066e-05,0.5800398895041947,5.837603157226486e-07,0.6220023112621201,2.748193652285079e-06,0.7030903758195599,5.458222191568874e-06,0.8017601793315385,8.322850222496554e-06,0.8996576782712999,1.152234571010432e-05,0.9974186315324967,1.551543102039627e-05,1.09657509526855
5.12062832051064e-05,0.1,4.974978911401996e-05,0.2,4.905271840197111e-05,0.3,5.198690563023426e-05,0.4,5.121091799000557e-05,0.5,6.503820205827888e-07,0.6,2.749688176279634e-06,0.7,5.458910424615042e-06,0.8,8.323824333845994e-06,0.9,1.15241913809412e-05,1,1.551777227283076e-05,1.1,5.12062832051064e-05,1.19999968212243,4.974978911401996e-05,1.199999682122767,4.905271840197111e-05,1.199999682124512,5.198690563023426e-05,1.199999682141451,5.121091799000557e-05,1.199999682728035,6.503820205827888e-07,1.199999655467119,2.749688176279634e-06,1.129917100139669,5.458910424615042e-06,1.08341798679609,8.323824333845994e-06,1.027086374905377,1.15241913809412e-05,0.5153676654179085,1.551777227283076e-05,0.4679226018877192,5.12062832051064e-05,0.5545677219342187,4.974978911401996e-05,0.6094323396196142,4.905271840197111e-05,0.6356905934851329,5.198690563023426e-05,0.5252898388211307,5.121091799000557e-05,0.554393498216047,6.503820205827888e-07,0.6245120010075274,2.749688176279634e-06,0.7031458797175163,5.458910424615042e-06,0.8017846140095433,8.323824333845994e-06,0.8996894929632162,1.15241913809412e-05,0.9974707570454329,1.551777227283076e-05,1.096624630335978
5.135490069011555e-05,0.1,4.997015721621993e-05,0.2,4.935744392439029e-05,0.3,5.254786833596418e-05,0.4,5.15592454590872e-05,0.5,7.293742870238374e-07,0.6,2.751636359560012e-06,0.7,5.459833260332145e-06,0.8,8.32456182119759e-06,0.9,1.152615105742996e-05,1,1.55200193633754e-05,1.1,5.135490069011555e-05,1.199999682122444,4.997015721621993e-05,1.199999682122993,4.935744392439029e-05,1.199999682124981,5.254786833596418e-05,1.199999682171352,5.15592454590872e-05,1.199999684124371,7.293742870238374e-07,1.199999664679307,2.751636359560012e-06,1.144752036092579,5.459833260332145e-06,1.093772236191673,8.32456182119759e-06,1.037412378729147,1.152615105742996e-05,0.5929003469344919,1.55200193633754e-05,0.534401173815804,5.135490069011555e-05,0.5489831217030432,4.997015721621993e-05,0.6011250457841723,4.935744392439029e-05,0.6242172131868334,5.254786833596418e-05,0.5043573719868121,5.15592454590872e-05,0.5413118195310943,7.293742870238374e-07,0.6274871390495148,2.751636359560012e-06,0.7032182303290899,5.459833260332145e-06,0.8018173773099374,8.32456182119759e-06,0.8997135787163639,1.152615105742996e-05,0.9975260964599618,1.55200193633754e-05,1.096672163065185
5.150649270111914e-05,0.1,5.013579928786077e-05,0.2,4.978232727582769e-05,0.3,5.308758298858847e-05,0.4,5.178438794367654e-05,0.5,8.320456999886439e-07,0.6,2.753985945491567e-06,0.7,5.461132504856703e-06,0.8,8.325299353639851e-06,0.9,1.152825490322229e-05,1,1.552247587179738e-05,1.1,5.150649270111914e-05,1.199999682122463,5.013579928786077e-05,1.199999682123193,4.978232727582769e-05,1.199999682125688,5.308758298858847e-05,1.199999682246958,5.178438794367654e-05,1.199999687241704,8.320456999886439e-07,1.199999671136175,2.753985945491567e-06,1.158887784654409,5.461132504856703e-06,1.106473654582118,8.325299353639851e-06,1.045979076288285,1.152825490322229e-05,0.6816908475657819,1.552247587179738e-05,0.6122468647230032,5.150649270111914e-05,0.5432913339422798,5.013579928786077e-05,0.5948805495785913,4.978232727582769e-05,0.608205812546051,5.308758298858847e-05,0.4843296130445649,5.178438794367654e-05,0.5328710020865004,8.320456999886439e-07,0.6313530975355671,2.753985945491567e-06,0.703305485964842,5.461132504856703e-06,0.8018635030465877,8.325299353639851e-06,0.8997376652985385,1.152825490322229e-05,0.9975855003712444,1.552247587179738e-05,1.096724114284988
5.166360913247821e-05,0.1,5.02737299129874e-05,0.2,5.045314871282648e-05,0.3,5.363134620710854e-05,0.4,5.192479078125469e-05,0.5,9.567989137780744e-07,0.6,2.756749834136086e-06,0.7,5.462922455352907e-06,0.8,8.326154406473137e-06,0.9,1.153046273284134e-05,1,1.552514106652288e-05,1.1,5.166360913247821e-05,1.199999682122492,5.02737299129874e-05,1.199999682123394,5.045314871282648e-05,1.199999682126778,5.363134620710854e-05,1.199999682472575,5.192479078125469e-05,1.199999693111324,9.567989137780744e-07,1.199999675131076,2.756749834136086e-06,1.171515375552702,5.462922455352907e-06,1.121268223981917,8.326154406473137e-06,1.054699822366516,1.153046273284134e-05,0.7788055279496342,1.552514106652288e-05,0.7015692109182806,5.166360913247821e-05,0.5373975580783906,5.02737299129874e-05,0.5896811341402649,5.045314871282648e-05,0.5829190040385115,5.363134620710854e-05,0.4642861832071069,5.192479078125469e-05,0.5276138524215613,9.567989137780744e-07,0.6360487460945903,2.756749834136086e-06,0.703408124513111,5.462922455352907e-06,0.8019270476072421,8.326154406473137e-06,0.8997655890954173,1.153046273284134e-05,0.9976478328851919,1.552514106652288e-05,1.096780465501851
5.183114937827288e-05,0.1,5.040867620658034e-05,0.2,5.113722828757762e-05,0.3,5.419043763849997e-05,0.4,5.20734794143352e-05,0.5,1.108104457591627e-06,0.6,2.760015154225798e-06,0.7,5.465160896468907e-06,0.8,8.32723284525794e-06,0.9,1.153240756282022e-05,1,1.552787794814222e-05,1.1,5.183114937827288e-05,1.199999682122536,5.040867620658034e-05,1.199999682123563,5.113722828757762e-05,1.199999682127932,5.419043763849997e-05,1.199999683417344,5.20734794143352e-05,1.199999708132672,1.108104457591627e-06,1.199999677539801,2.760015154225798e-06,1.182167082617836,5.465160896468907e-06,1.136496736534072,8.32723284525794e-06,1.064502219034732,1.153240756282022e-05,0.8624884222689126,1.552787794814222e-05,0.7957842266587202,5.183114937827288e-05,0.5311194978781925,5.040867620658034e-05,0.5845949630054327,5.113722828757762e-05,0.5571639766131797,5.419043763849997e-05,0.4438431373280187,5.20734794143352e-05,0.5220526055523227,1.108104457591627e-06,0.6417408114434339,2.760015154225798e-06,0.703529379979313,5.465160896468907e-06,0.8020065103208583,8.32723284525794e-06,0.8998008068614043,1.153240756282022e-05,0.9977027339268718,1.552787794814222e-05,1.096838317923625
5.202129069466435e-05,0.1,5.055401514390115e-05,0.2,5.169863583422468e-05,0.3,5.44154609178736e-05,0.4,5.213501350569497e-05,0.5,1.291645247752286e-06,0.6,2.76383957484091e-06,0.7,5.467804357410969e-06,0.8,8.328748508228422e-06,0.9,1.153380389783658e-05,1,1.553014907118158e-05,1.1,5.202129069466435e-05,1.199999682122611,5.055401514390115e-05,1.199999682123691,5.169863583422468e-05,1.199999682128963,5.44154609178736e-05,1.199999685595371,5.213501350569497e-05,1.199999727169025,1.291645247752286e-06,1.199999679082032,2.76383957484091e-06,1.190237318436616,5.467804357410969e-06,1.150995432133782,8.328748508228422e-06,1.076625251835283,1.153380389783658e-05,0.9155261241294046,1.553014907118158e-05,0.8703000251117308,5.202129069466435e-05,0.5240038161642224,5.055401514390115e-05,0.5791183388517456,5.169863583422468e-05,0.5360844424098619,5.44154609178736e-05,0.4356681858408473,5.213501350569497e-05,0.5197530722942736,1.291645247752286e-06,0.6486404435925814,2.76383957484091e-06,0.7036713917262475,5.467804357410969e-06,0.8021003457402222,8.328748508228422e-06,0.8998503004026699,1.153380389783658e-05,0.997742147718795,1.553014907118158e-05,1.09688631394899
5.230285079192434e-05,0.1,5.0740355553061e-05,0.2,5.219969560241135e-05,0.3,5.460575693494261e-05,0.4,5.219677568887834e-05,0.5,1.518629853463108e-06,0.6,2.768160246607403e-06,0.7,5.470944784405889e-06,0.8,8.330888120832317e-06,0.9,1.153485188756392e-05,1,1.553177293939496e-05,1.1,5.230285079192434e-05,1.199999682122789,5.0740355553061e-05,1.199999682123806,5.219969560241135e-05,1.199999682129629,5.460575693494261e-05,1.199999690589859,5.219677568887834e-05,1.199999759334837,1.518629853463108e-06,1.199999680109056,2.768160246607403e-06,1.195370661319392,5.470944784405889e-06,1.164495282376752,8.330888120832317e-06,1.091294591357253,1.153485188756392e-05,0.9479674738430912,1.553177293939496e-05,0.9162273873957514,5.230285079192434e-05,0.5134871798105149,5.0740355553061e-05,0.5720993181980661,5.219969560241135e-05,0.5173371916629885,5.460575693494261e-05,0.4287804244473725,5.219677568887834e-05,0.5174462215018915,1.518629853463108e-06,0.6571641611164286,2.768160246607403e-06,0.7038318235048663,5.470944784405889e-06,0.8022118148086601,8.330888120832317e-06,0.8999201642118184,1.153485188756392e-05,0.9977717268959501,1.553177293939496e-05,1.096920625225655
